# 03ed95ea
Energy: Psychic
2 A1 129
1 A1 225
2 A2 078
2 A2 147
1 A2 148
1 A2 150
2 A2 154
2 A2b 035
2 A2b 071
1 A2b 072
2 P-A 005
2 P-A 007

# 049f18cd
Energy: Psychic
2 A1 129
1 A1 225
1 A1a 068
2 A2 147
1 A2 148
1 A2 150
1 A2 154
1 A2 155
1 A2b 035
1 A2b 070
2 A2b 071
2 P-A 001
2 P-A 005
2 P-A 007

# 0570725b
Energy: Psychic
1 A1 129
1 A1 225
1 A1a 068
2 A2 147
1 A2 150
2 A2 154
1 A2a 073
1 A2b 035
2 A2b 070
2 A2b 071
2 P-A 001
2 P-A 005
2 P-A 007

# 07b3d64e
Energy: Psychic
2 A1 129
1 A1 225
1 A1a 060
1 A1a 068
1 A2 147
1 A2 148
2 A2b 035
1 A2b 070
1 A2b 071
1 A2b 072
1 A3a 064
1 B2 145
2 P-A 001
2 P-A 005
2 P-A 007

# 0cd4ad8b
Energy: Psychic
2 A1 129
1 A1 225
2 A1a 068
1 A2 022
1 A2 147
2 A2 148
1 A2 150
2 A2 154
2 A2b 035
1 A2b 070
1 A2b 071
2 P-A 005
2 P-A 007

# 17fa2d08
Energy: Psychic
2 A1 129
1 A1a 068
1 A2 147
2 A2 154
1 A2b 035
1 A2b 060
1 A2b 061
2 A2b 070
2 A2b 071
1 A2b 072
2 P-A 001
2 P-A 005
2 P-A 007

# 18141577
Energy: Psychic
1 A1 129
1 A1 130
1 A1 131
1 A1 132
1 A1 225
2 A2 147
1 A2 150
1 A2 154
1 A2 155
1 A2b 035
1 A2b 069
1 A2b 070
1 A2b 071
2 P-A 001
2 P-A 005
2 P-A 007

# 1a5218e0
Energy: Psychic
2 A1 129
1 A1 225
2 A1a 068
1 A2 022
1 A2 146
2 A2 147
2 A2 148
2 A2 154
2 A2b 035
1 A2b 071
2 P-A 005
2 P-A 007

# 210d0728
Energy: Psychic
2 A1 129
1 A1 223
1 A1a 068
2 A2 147
1 A2 148
1 A2 154
2 A2b 035
2 A2b 070
2 A2b 071
2 P-A 001
2 P-A 005
2 P-A 007

# 215c5961
Energy: Psychic
1 A1 129
1 A1 225
1 A1a 068
2 A2 147
1 A2 148
1 A2 150
2 A2 154
1 A2 155
1 A2b 035
2 A2b 071
1 A2b 072
2 P-A 001
2 P-A 005
2 P-A 007

# 22bf5e58
Energy: Psychic
1 A1 129
1 A1 132
1 A1 223
1 A1 225
1 A2 068
1 A2 069
2 A2 147
1 A2 150
1 A2b 035
1 A2b 070
1 A2b 071
2 A2b 072
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 29c872c4
Energy: Psychic
1 A1 129
1 A1 225
1 A1a 068
1 A2 147
1 A2 148
1 A2 150
2 A2 154
2 A2a 063
2 A2a 074
1 A2b 035
2 A2b 070
1 A2b 071
2 P-A 005
2 P-A 007

# 2dc23c63
Energy: Psychic
2 A1 129
1 A1 130
1 A1 132
1 A1 223
1 A1a 068
1 A2 069
1 A2 146
1 A2 148
2 A2 154
2 A2b 035
1 A2b 069
1 A2b 071
1 A3 144
2 P-A 005
2 P-A 007

# 2dc81adc
Energy: Psychic
2 A1 129
2 A1 223
1 A2a 073
2 A2b 035
2 A2b 070
2 A2b 071
2 A2b 072
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 3084fbe3
Energy: Psychic
2 A1 129
1 A1 225
1 A1a 032
2 A2 147
1 A2 150
2 A2 154
1 A2 155
2 A2b 035
1 A2b 071
1 A2b 072
2 P-A 002
2 P-A 005
2 P-A 007

# 31b6424a
Energy: Psychic
2 A1 129
1 A1 132
1 A1 225
1 A2 068
1 A2 069
2 A2 146
2 A2 147
1 A2 154
1 A2 155
2 A2b 035
1 A2b 069
1 A2b 072
2 P-A 005
2 P-A 007

# 40b2818e
Energy: Psychic
2 A1 129
1 A1 225
1 A1a 068
1 A2 147
1 A2 148
1 A2 150
2 A2 154
1 A2 155
2 A2b 035
1 A2b 070
1 A2b 071
1 A3 151
1 A3a 064
2 P-A 005
2 P-A 007

# 492d7bf8
Energy: Psychic
2 A1 129
1 A1 225
2 A1a 068
2 A2 147
1 A2 148
1 A2 150
2 A2 154
1 A2 155
2 A2b 035
1 A2b 071
1 A2b 072
2 P-A 005
2 P-A 007

# 4c700751
Energy: Psychic
2 A1 129
1 A1 225
2 A1a 068
2 A2 147
1 A2 148
1 A2 150
2 A2 154
1 A2 155
2 A2b 035
1 A2b 071
1 A3 141
2 P-A 005
2 P-A 007

# 4db495aa
Energy: Psychic
2 A1 129
1 A1 225
2 A1a 068
2 A2 147
1 A2 150
2 A2 154
2 A2b 035
1 A2b 069
1 A2b 071
2 P-A 001
2 P-A 005
2 P-A 007

# 50d9a60a
Energy: Psychic
1 A1 129
1 A1 132
1 A1 225
1 A2 068
1 A2 147
1 A2b 035
2 A3 144
2 A4a 065
1 B1 121
1 B1 170
1 B1 172
2 B1 223
1 B1 225
2 P-A 005
2 P-A 007

# 57a5c927
Energy: Psychic
2 A1 129
1 A1 225
1 A1a 032
1 A2 147
1 A2 150
2 A2 154
1 A2 155
2 A2b 035
1 A2b 070
1 A2b 071
1 A3a 064
2 P-A 001
2 P-A 005
2 P-A 007

# 57f4c82c
Energy: Psychic
1 A1 129
1 A1 225
2 A1a 068
2 A2 147
1 A2 148
1 A2 150
1 A2 154
1 A2 155
1 A2b 035
1 A2b 070
2 A2b 071
2 P-A 001
2 P-A 005
2 P-A 007

# 62633245
Energy: Psychic
2 A1 129
1 A1 225
1 A1a 068
2 A2 147
1 A2 148
1 A2 150
2 A2 154
1 A2 155
2 A2b 035
1 A2b 070
1 A2b 071
1 A2b 072
2 P-A 005
2 P-A 007

# 649dfae6
Energy: Psychic
2 A1 129
1 A1 223
1 A1 225
2 A1a 068
2 A2 147
1 A2 150
2 A2 154
2 A2b 035
2 A2b 069
1 A2b 071
2 P-A 005
2 P-A 007

# 68dbf887
Energy: Psychic
2 A1 129
1 A1 225
1 A1a 068
1 A2 147
2 A2 148
1 A2 150
2 A2 154
2 A2b 035
2 A2b 070
2 A2b 071
2 P-A 005
2 P-A 007

# 6962d9b3
Energy: Psychic
2 A1 129
1 A1 204
1 A1 225
2 A1a 068
2 A2 147
1 A2 148
1 A2 150
2 A2 154
1 A2 155
2 A2b 035
1 A2b 071
2 P-A 005
2 P-A 007

# 6abaa33f
Energy: Psychic
2 A1 129
1 A1 225
1 A2 147
1 A2 148
1 A2 150
1 A2 154
1 A2a 069
2 A2b 035
2 A2b 070
2 A2b 071
1 A2b 072
1 P-A 002
2 P-A 005
2 P-A 007

# 6eee8d8a
Energy: Psychic
2 A1 129
1 A1 225
