# 10f82f86
Energy: Metal
1 A1 225
1 A2 147
1 A2 150
1 A2 155
1 A2b 071
2 A3 085
1 A3 086
2 A3 122
1 A3 123
2 A3 144
1 A3 155
1 A4a 010
1 A4a 025
2 P-A 005
2 P-A 007

# 141a1b2a
Energy: Metal
1 A2 147
1 A2 148
1 A2 150
1 A2b 069
1 A2b 071
2 A3 085
1 A3 086
2 A3 122
2 A3 144
2 A3 155
1 A4a 010
1 A4a 025
2 P-A 005
2 P-A 007

# 1a56628d
Energy: Metal
1 A2 148
1 A2b 071
2 A3 085
1 A3 086
2 A3 122
1 A3 123
2 A3 144
1 A3 151
1 A3 155
1 A3a 064
1 A4a 010
1 A4a 025
2 P-A 005
1 P-A 006
2 P-A 007

# 1ef24c03
Energy: Metal
1 A1 225
1 A2 146
2 A2 155
2 A2b 071
2 A3 085
1 A3 086
2 A3 122
2 A3 144
1 A3 151
1 A4a 010
1 A4a 025
2 P-A 005
2 P-A 007

# 2a490741
Energy: Metal
1 A2 146
2 A2 148
1 A2b 071
2 A3 085
1 A3 086
2 A3 122
2 A3 144
2 A3 155
1 A3a 064
2 A4a 025
2 P-A 005
2 P-A 007

# 33c1da3c
Energy: Metal
1 A2 146
2 A2b 071
2 A3 085
2 A3 122
1 A3 123
2 A3 144
1 A3 151
1 A3 155
1 A3a 064
1 A3b 067
2 A4a 025
2 P-A 005
2 P-A 007

# 351cb9bf
Energy: Metal
1 A2 148
1 A2 150
1 A2 155
1 A2b 070
1 A2b 071
2 A3 085
2 A3 122
2 A3 144
1 A3 151
1 A3a 064
1 A4a 020
1 A4a 025
2 P-A 005
1 P-A 006
2 P-A 007

# 39ad2139
Energy: Metal
1 A2 146
2 A2 148
1 A2b 071
2 A3 085
2 A3 086
2 A3 122
2 A3 155
1 A3a 064
2 A4a 025
2 P-A 005
1 P-A 006
2 P-A 007

# 4abd8ea4
Energy: Metal
1 A1 225
1 A2 146
1 A2 150
1 A2b 071
2 A3 085
1 A3 086
2 A3 122
2 A3 144
1 A3 155
2 A3b 067
1 A4a 010
1 A4a 025
2 P-A 005
2 P-A 007

# 5e18e7aa
Energy: Metal
1 A2 150
1 A2 155
2 A3 085
1 A3 086
2 A3 122
2 A3 144
2 A4a 025
2 B1 225
1 B2 145
2 B2 148
2 P-A 005
2 P-A 007

# 60272b88
Energy: Metal
1 A1 225
1 A2 146
1 A2 155
1 A2b 071
2 A3 085
1 A3 086
2 A3 122
1 A3 123
2 A3 144
1 A3 155
1 A4 158
1 A4a 020
1 A4a 025
2 P-A 005
2 P-A 007

# 67b910ca
Energy: Metal
1 A1 225
1 A2 147
1 A2 148
1 A2 150
1 A2 155
1 A2b 071
2 A3 085
2 A3 122
1 A3 123
2 A3 144
1 A3 155
1 A4a 010
1 A4a 025
2 P-A 005
2 P-A 007

# 895c035e
Energy: Metal
1 A2 150
1 A2b 071
2 A3 085
1 A3 086
2 A3 122
2 A3 144
2 A3 155
1 A3a 064
1 A4 153
2 A4a 025
2 P-A 005
1 P-A 006
2 P-A 007

# 917d04fe
Energy: Metal
1 A1 225
1 A2 148
2 A2b 071
2 A3 085
1 A3 086
2 A3 122
2 A3 144
1 A3 151
1 A3 155
1 A3a 064
1 A4a 010
1 A4a 025
2 P-A 005
2 P-A 007

# 9298fcfa
Energy: Metal
1 A1 225
1 A2 147
1 A2b 071
2 A3 085
1 A3 086
2 A3 122
1 A3 123
2 A3 144
2 A3 155
1 A4a 020
1 A4a 025
2 P-A 005
1 P-A 006
2 P-A 007

# 9613d42a
Energy: Metal
1 A2 147
1 A2 150
1 A2 155
1 A2b 071
2 A3 085
1 A3 086
2 A3 122
1 A3 123
2 A3 144
2 A3 155
2 A4a 025
2 P-A 005
2 P-A 007

# a4957e59
Energy: Metal
1 A1 225
1 A2 147
1 A2 155
1 A2b 071
2 A3 085
1 A3 086
2 A3 122
1 A3 123
2 A3 144
2 A3 155
1 A4a 010
1 A4a 025
2 P-A 005
2 P-A 007

# a4e3a349
Energy: Metal
1 A2 146
1 A2 155
1 A2b 070
1 A2b 071
2 A3 085
1 A3 086
2 A3 122
1 A3 123
2 A3 144
1 A3 151
1 A3a 064
1 A4a 010
1 A4a 025
2 P-A 005
2 P-A 007

# aa53826c
Energy: Metal
1 A2 147
2 A2b 071
2 A3 085
1 A3 086
2 A3 122
1 A3 123
2 A3 144
1 A3 151
1 A3 155
1 A3a 064
1 A4a 010
1 A4a 025
2 P-A 005
2 P-A 007

# c88ef48d
Energy: Metal
2 A2 146
1 A2b 071
2 A3 085
2 A3 122
1 A3 123
2 A3 144
1 A3 151
1 A3 155
1 A3a 064
1 A4 158
1 A4a 025
2 P-A 005
