# 069e1e03
Energy: Darkness
2 A1 129
1 A1 164
2 A1 165
2 A1 176
2 A1 177
2 A1 222
1 A1 223
1 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 3d8900ec
Energy: Darkness
2 A1 129
2 A1 176
2 A1 177
1 A1 198
2 A1 222
1 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 41a015ac
Energy: Darkness
1 A1 087
2 A1 088
1 A1 089
2 A1 129
2 A1 176
2 A1 177
2 A1 222
1 A1 223
1 A1 225
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 4788c488
Energy: Darkness
1 A1 087
1 A1 088
1 A1 089
2 A1 129
2 A1 176
2 A1 177
2 A1 222
2 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 49fb69d7
Energy: Darkness
1 A1 104
2 A1 129
2 A1 174
1 A1 175
2 A1 176
2 A1 177
2 A1 222
1 A1 223
1 A1 225
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 5ed9f599
Energy: Darkness
2 A1 129
2 A1 176
2 A1 177
2 A1 222
2 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 626921f2
Energy: Darkness
2 A1 129
2 A1 176
2 A1 177
1 A1 203
2 A1 222
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 8b50a8e3
Energy: Darkness
1 A1 087
1 A1 088
1 A1 089
2 A1 129
2 A1 176
2 A1 177
1 A1 198
2 A1 222
1 A1 223
1 A1 225
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 99217588
Energy: Darkness
2 A1 129
2 A1 176
2 A1 177
2 A1 222
2 A1 223
2 A1 225
2 A1a 068
2 P-A 001
2 P-A 005
2 P-A 007

# d158404d
Energy: Darkness
2 A1 129
2 A1 176
2 A1 177
2 A1 222
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# db5098b4
Energy: Darkness
2 A1 129
2 A1 176
2 A1 177
1 A1 198
2 A1 222
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
