# 015a730a
Energy: Metal
1 A1 181
1 A1 225
1 A2 150
1 A2 155
1 A2b 071
1 A3 151
1 A3b 050
1 A4 157
1 B1 173
2 B1 174
1 B1 225
2 B2 148
2 B2a 077
2 P-A 005
2 P-A 007

# 03df27a4
Energy: Metal
2 A1 181
1 A1 225
1 A2 150
1 A2b 070
1 A3b 050
1 A4 153
2 B1 174
1 B1 225
1 B2 145
2 B2 148
1 B2 153
1 B3 004
1 P-A 002
2 P-A 005
2 P-A 007

# 073ea2b4
Energy: Metal
2 A1 181
1 A1 225
1 A2 146
1 A2 150
2 A2b 070
1 A3b 050
2 B1 174
2 B1 219
2 B1 225
2 B2 148
1 P-A 001
1 P-A 005
2 P-A 007

# 08a658d3
Energy: Metal
2 A1 181
1 A1 225
1 A2 150
1 A3 142
1 A3b 050
2 B1 174
2 B1 219
2 B1 225
2 B2 148
1 B2 150
1 B2 153
1 P-A 005
1 P-A 006
2 P-A 007

# 0b84b8df
Energy: Metal
2 A1 181
2 A1 225
2 A2 148
1 A2a 075
1 A2b 070
1 A3b 050
2 B1 174
2 B1 225
2 B2 148
1 B2 153
1 P-A 001
1 P-A 005
2 P-A 007

# 0cc4dff2
Energy: Metal
2 A1 181
1 A1 225
1 A2 148
1 A2 150
1 A2b 070
1 A3b 050
2 B1 174
2 B1 219
2 B1 225
2 B2 148
1 B2a 093
1 B3 004
1 P-A 005
2 P-A 007

# 21a7fe1b
Energy: Metal
2 A1 181
2 A1 225
2 A2 148
2 A2b 070
1 A3b 050
2 B1 174
2 B1 225
2 B2 148
1 B2a 077
1 P-A 002
1 P-A 005
2 P-A 007

# 21eb7845
Energy: Metal
2 A1 181
1 A1 225
1 A2 150
1 A2b 071
1 A3b 050
2 A4 153
2 B1 174
2 B1 225
2 B2 145
2 B2 148
1 B2 153
1 P-A 005
2 P-A 007

# 23adfb9b
Energy: Metal
2 A1 181
1 A1 225
1 A1a 068
1 A2 148
1 A2 150
1 A3b 050
1 A4 153
2 B1 174
1 B1 225
2 B2 148
1 B2 153
2 B2a 077
2 P-A 005
2 P-A 007

# 259e2823
Energy: Metal
2 A1 181
1 A1 225
1 A1a 068
1 A2 150
1 A3b 050
1 A4 153
2 B1 174
1 B1 225
2 B2 148
1 B2 153
2 B2a 077
1 B2a 091
2 P-A 005
2 P-A 007

# 25d4fb44
Energy: Metal
2 A1 181
1 A1 225
2 A2 148
1 A2 150
1 A2a 075
1 A3b 050
2 B1 174
2 B1 225
2 B2 145
2 B2 148
1 B2 153
1 P-A 005
2 P-A 007

# 27e6058a
Energy: Metal
2 A1 181
2 A1 225
2 A2 148
1 A2 150
1 A2 155
1 A2a 075
1 A3b 050
2 B1 174
2 B1 225
2 B2 148
1 B2 153
1 P-A 005
2 P-A 007

# 280679f5
Energy: Metal
2 A1 181
1 A1 225
2 A2 148
1 A2a 075
1 A3b 050
2 B1 174
2 B1 225
2 B2 145
2 B2 148
1 B2 153
1 P-A 005
1 P-A 006
2 P-A 007

# 2ada3c4a
Energy: Metal
2 A1 181
1 A1 225
1 A2 150
1 A2b 071
1 A3b 050
2 A4 153
2 B1 174
1 B1 223
1 B1 225
2 B2 145
2 B2 148
1 B2 153
1 P-A 006
2 P-A 007

# 2b76b88f
Energy: Metal
2 A1 181
1 A1 225
2 A2 148
1 A2 150
1 A2 155
1 A2a 075
1 A3b 050
2 B1 174
2 B1 225
2 B2 148
1 B2 153
2 P-A 005
2 P-A 007

# 2d7ec7fa
Energy: Metal
2 A1 181
1 A1 225
1 A2 148
1 A2 150
1 A3b 050
1 A4 153
2 B1 174
2 B1 225
2 B2 145
2 B2 148
1 B2 153
1 B2a 091
1 P-A 005
2 P-A 007

# 2fff232d
Energy: Metal
2 A1 181
1 A1 225
2 A2 148
1 A2b 069
1 A2b 070
1 A2b 071
1 A2b 072
1 A3a 064
1 A3b 050
2 A4 153
2 B1 174
1 B1 223
1 B1 225
1 P-A 006
2 P-A 007

# 33487bc8
Energy: Metal
2 A1 181
1 A1 225
1 A3 142
2 A3a 064
1 A3b 050
2 A4 153
2 B1 174
2 B1 225
2 B2 148
1 B2 150
1 B2 153
1 P-A 005
2 P-A 007

# 37a7f06a
Energy: Metal
2 A1 181
1 A1 225
1 A2 150
1 A2b 070
1 A2b 071
1 A3b 050
2 A4 153
2 B1 174
1 B1 225
2 B2 145
2 B2 148
1 B2 153
1 P-A 005
2 P-A 007

# 3ecddfc7
Energy: Metal
2 A1 181
1 A1 225
1 A2 148
1 A2 150
1 A2b 070
1 A3b 050
2 B1 174
2 B1 219
1 B1 225
1 B2 153
1 B3 004
1 B3 147
2 P-A 005
1 P-A 006
2 P-A 007

# 40b5967f
Energy: Metal
2 A1 181
1 A1 225
2 A2 148
1 A2 150
1 A2a 075
1 A2b 070
1 A3b 050
2 B1 174
2 B1 225
2 B2 148
1 B2 153
1 P-A 001
1 P-A 005
2 P-A 007

# 45f009cb
Energy: Metal
2 A1 181
1 A1a 068
1 A3b 050
1 A4 157
2 B1 174
2 B1 219
1 B1 225
2 B2 145
2 B2 148
2 B2a 077
2 P-A 005
2 P-A 007

# 4800ed3a
Energy: Metal
2 A1 181
1 A1 225
2 A2 148
1 A2 150
1 A2a 075
1 A3b 050
2 B1 174
1 B1 225
2 B2 145
2 B2 148
1 B2 153
1 B2a 091
1 P-A 005
2 P-A 007

# 49ffe7b0
Energy: Metal
2 A1 181
2 A1 225
2 A2 148
1 A2b 070
1 A2b 071
1 A3b 050
2 B1 174
2 B1 225
2 B2 145
2 B2 148
1 P-A 005
2 P-A 007

# 4ab0ec75
Energy: Metal
2 A1 181
2 A1a 068
1 A2 148
1 A2 150
1 A2b 070
1 A3 151
1 A3b 050
2 B1 174
1 B1 225
2 B2 148
1 B2 153
1 B2a 077
2 P-A 005
2 P-A 007

# 4b14ace6
Energy: Metal
2 A1 181
2 A1 225
1 A2 148
1 A2a 075
1 A2b 070
1 A3b 050
2 B1 174
1 B1 219
1 B1 225
2 B2 145
2 B2 148
1 B2 153
1 P-A 005
2 P-A 007

# 4bb2bb94
Energy: Metal
2 A1 181
1 A1 225
2 A2 148
1 A2 150
1 A3b 050
2 B1 174
2 B1 225
2 B2 145
2 B2 148
1 B2 153
1 P-A 005
1 P-A 006
2 P-A 007

# 5433477e
Energy: Metal
2 A1 181
1 A1 225
1 A2 150
1 A2b 071
1 A3b 050
2 A4 153
2 B1 174
1 B1 225
2 B2 145
2 B2 148
1 B2 150
1 B2 153
1 P-A 005
2 P-A 007

# 55cd9c77
Energy: Metal
2 A1 181
1 A1 225
1 A2 148
1 A2 150
1 A2b 070
1 A3 151
1 A3b 050
2 B1 174
2 B1 225
2 B2 148
1 B2 153
2 P-A 001
1 P-A 005
2 P-A 007

# 5b4e16d5
Energy: Metal
2 A1 181
1 A1 225
2 A2 148
1 A2 150
1 A2b 070
1 A2b 071
1 A2b 072
1 A3b 050
2 B1 174
2 B1 219
1 B1 223
1 B1 225
1 P-A 001
1 P-A 006
2 P-A 007

# 66bb44a1
Energy: Metal
2 A1 181
1 A1 225
2 A2 148
1 A2b 070
1 A2b 071
1 A2b 072
1 A3a 064
1 A3b 050
2 A4 153
2 B1 174
1 B1 223
2 B1 225
1 P-A 006
2 P-A 007

# 67741de3
Energy: Metal
2 A1 181
2 A1 225
2 A2 148
1 A2a 075
2 A2b 070
1 A3b 050
2 B1 174
1 B1 223
1 B1 225
2 B2 148
1 B2 153
1 P-A 005
2 P-A 007

# 6b96cd7d
Energy: Metal
2 A1 181
2 A1 225
2 A2 148
1 A3b 050
2 B1 174
2 B1 225
2 B2 145
2 B2 148
1 B2 150
1 B2a 091
1 P-A 005
2 P-A 007

# 6cd01143
Energy: Metal
2 A1 181
1 A1 225
1 A2b 070
1 A2b 071
1 A3b 050
2 A4 153
2 B1 174
1 B1 225
2 B2 145
2 B2 148
1 B2 153
1 B3 004
1 P-A 005
2 P-A 007

# 6ebf2fc7
Energy: Metal
2 A1 181
1 A1 225
1 A2 150
1 A2b 070
1 A3b 050
1 A4 153
2 B1 174
2 B2 148
1 B2 153
1 B3 004
1 B3b 065
1 B3b 066
1 P-A 002
2 P-A 005
2 P-A 007

# 6ef131e1
Energy: Metal
2 A1 181
2 A1 225
2 A2 148
1 A2a 075
1 A3b 050
2 B1 174
2 B1 225
2 B2 145
2 B2 148
1 B2 153
1 P-A 005
2 P-A 007

# 73ab644a
Energy: Metal
2 A1 181
2 A2 148
1 A2 150
1 A2b 070
1 A3a 064
1 A3b 050
2 B1 174
2 B1 225
2 B2 148
1 B2 150
1 B2 153
2 P-A 005
2 P-A 007

# 7425b213
Energy: Metal
2 A1 181
2 A1 225
1 A2 148
1 A2a 075
1 A3b 050
1 A4 153
2 B1 174
2 B1 225
2 B2 145
2 B2 148
1 B2 153
1 P-A 005
2 P-A 007

# 7705aac1
Energy: Metal
2 A1 181
1 A1 225
1 A2 150
1 A2b 070
1 A3 151
1 A3b 050
2 A4 153
2 B1 174
2 B1 225
2 B2 148
1 B2 150
1 B2 153
1 P-A 005
2 P-A 007

# 78a188c9
Energy: Metal
2 A1 181
1 A1 225
1 A2 150
1 A3 151
1 A3b 050
2 A4 153
2 B1 174
2 B1 225
2 B2 148
1 B2 153
1 B2a 091
1 P-A 005
1 P-A 006
2 P-A 007

# 78eb22a6
Energy: Metal
2 A1 181
2 A1 225
2 A2 148
1 A2a 075
1 A3b 050
2 B1 174
2 B1 225
2 B2 148
1 B2 153
2 P-A 001
1 P-A 005
2 P-A 007

# 78f731ea
Energy: Metal
2 A1 181
1 A2 150
1 A3b 050
1 A4 153
1 A4 157
2 B1 174
1 B1 225
2 B2 145
2 B2 148
1 B2 153
2 B2a 077
2 P-A 005
2 P-A 007

# 79df3fd0
Energy: Metal
2 A1 181
1 A1 225
1 A2 148
1 A2 150
1 A2b 070
1 A3b 050
1 A4 153
2 B1 174
1 B1 225
1 B2 148
1 B2 153
1 B3 004
1 B3b 064
1 B3b 066
1 P-A 001
1 P-A 005
2 P-A 007

# 7b2fcfb2
Energy: Metal
2 A1 181
2 A1 225
2 A2 148
1 A2b 070
1 A3b 050
2 B1 174
2 B1 225
2 B2 145
2 B2 148
1 B2 153
1 P-A 005
2 P-A 007

# 7b6d9cf0
Energy: Metal
2 A1 181
2 A2 148
1 A2 150
1 A2b 071
1 A2b 072
2 A3b 050
2 B1 174
2 B1 219
1 B1 223
1 B1 225
2 P-A 001
1 P-A 006
2 P-A 007

# 7e9684c6
Energy: Metal
2 A1 181
1 A2 113
2 A2 114
2 A2 145
1 A2 150
2 A3 144
2 A3b 050
1 A4 153
1 B1 174
2 B1 219
2 B1 225
2 P-A 007

# 80d46352
Energy: Metal
2 A1 181
1 A1 225
1 A2 150
1 A2b 070
1 A3b 050
2 A4 153
2 B1 174
2 B1 225
2 B2 148
1 B2 153
2 P-A 001
1 P-A 005
2 P-A 007

# 86d21d72
Energy: Metal
2 A1 181
1 A1 225
1 A2 148
1 A2 150
1 A2a 075
1 A3b 050
2 B1 174
1 B1 219
1 B1 225
2 B2 145
2 B2 148
1 B2 150
1 B2 153
1 P-A 005
2 P-A 007

# 8b91ccec
Energy: Metal
2 A1 181
1 A1 225
1 A2 148
1 A2 150
1 A2b 070
1 A3b 050
2 B1 174
2 B1 219
1 B1 225
2 B2 145
1 B2 150
1 B3 004
2 P-A 005
2 P-A 007
