# 01411909
Energy: Metal
1 A1 223
1 A1 225
2 A2 148
1 A2 150
1 A3 151
2 A3a 053
2 A3a 062
2 A3a 069
1 A4 153
1 A4 158
2 P-A 005
2 P-A 007
2 P-A 079

# 02f49140
Energy: Metal
1 A1 225
1 A2 147
1 A2 150
1 A2 155
1 A2a 075
2 A3 146
1 A3a 042
2 A3a 053
2 A3a 062
2 A3a 069
2 P-A 005
2 P-A 007
2 P-A 079

# 044a96b1
Energy: Metal
1 A1 223
2 A2 147
1 A2 148
1 A2 150
1 A3 151
2 A3a 053
2 A3a 062
2 A3a 069
1 A4 158
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 079

# 1040ec03
Energy: Metal
1 A1 223
1 A1 225
1 A2 147
1 A2 150
2 A3 146
1 A3 151
1 A3a 042
2 A3a 053
2 A3a 062
2 A3a 069
2 P-A 005
2 P-A 007
2 P-A 079

# 11b65ef5
Energy: Metal
1 A1 223
1 A2 150
1 A2a 075
2 A3 146
1 A3 151
1 A3a 042
2 A3a 053
2 A3a 062
2 A3a 069
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 079

# 2dfb3d98
Energy: Metal
1 A1 223
2 A2 148
1 A2 150
1 A3 151
2 A3a 053
2 A3a 062
2 A3a 069
1 A4 153
1 A4 158
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 079

# 3b997a18
Energy: Metal
1 A2 150
1 A2a 075
1 A2b 071
2 A3 146
1 A3 151
1 A3a 042
2 A3a 053
2 A3a 062
2 A3a 069
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 079

# 40c40f46
Energy: Metal
1 A1 223
2 A2 148
1 A2 150
1 A2 155
1 A2a 075
1 A3 151
2 A3a 053
2 A3a 062
2 A3a 069
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 079

# 4f5cdda1
Energy: Metal
1 A1 225
2 A2 148
1 A2 150
1 A3 151
2 A3a 053
2 A3a 062
2 A3a 069
1 A4 153
1 A4 156
1 A4 158
2 P-A 005
2 P-A 007
2 P-A 079

# 693a9758
Energy: Metal
1 A1 225
2 A2 148
1 A2 150
1 A3 151
2 A3a 053
2 A3a 062
2 A3a 069
1 A4 153
1 A4 158
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 079

# 69ce6c0c
Energy: Metal
1 A1 225
2 A2 148
1 A2 150
1 A2a 075
1 A3 151
2 A3a 053
2 A3a 062
2 A3a 069
1 A4 158
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 079

# 79a5c4f3
Energy: Metal
1 A1 225
2 A2 148
1 A2 150
1 A2 155
1 A3 151
2 A3a 053
2 A3a 062
2 A3a 069
1 A4 158
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 079

# 7deba6b8
Energy: Metal
1 A1 223
1 A1 225
2 A2 148
1 A2 150
1 A2 155
1 A3 151
2 A3a 053
2 A3a 062
2 A3a 069
1 A4 153
2 P-A 005
2 P-A 007
2 P-A 079

# 823676a3
Energy: Metal
1 A1 223
1 A1 225
2 A2 148
1 A2 155
1 A2a 075
1 A3 151
2 A3a 053
2 A3a 062
2 A3a 069
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 079

# a10a1c16
Energy: Metal
1 A1 223
2 A2 148
1 A2 150
1 A2a 075
1 A3 151
2 A3a 053
2 A3a 062
2 A3a 069
1 A4 158
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 079

# aa3d0eb9
Energy: Metal
1 A1 223
1 A2 148
2 A2 150
1 A2 155
1 A2b 069
2 A3a 053
2 A3a 062
2 A3a 069
2 A4 153
2 P-A 005
2 P-A 007
2 P-A 079

# af72d676
Energy: Metal
1 A1 225
2 A2 148
1 A2 150
1 A3 151
2 A3a 053
2 A3a 062
2 A3a 069
2 A4 158
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 079

# ba37489a
Energy: Metal
1 A1 225
1 A2 147
1 A2 150
2 A3a 053
2 A3a 062
2 A3a 069
1 B1 225
1 B2 145
2 B2 148
1 B2 154
2 P-A 005
2 P-A 007
2 P-A 079

# c574ca79
Energy: Metal
1 A1 225
2 A2 148
1 A2 150
1 A2b 070
1 A3 151
2 A3a 053
2 A3a 062
2 A3a 069
1 B1 225
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 079

# c6040a2b
Energy: Metal
1 A1 223
1 A1 225
2 A2 148
1 A2 150
1 A2 155
2 A3a 053
2 A3a 062
2 A3a 069
1 B1 225
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 079

# c62f4963
Energy: Metal
1 A1 223
1 A1 225
2 A2 148
1 A2 150
1 A3 151
2 A3a 053
2 A3a 062
2 A3a 069
1 A4 158
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 079

# c93cbebe
Energy: Metal
1 A1 223
1 A1 225
2 A2 147
1 A2 148
1 A2 150
1 A3 151
2 A3a 053
2 A3a 062
2 A3a 069
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 079

# d841cca0
Energy: Metal
2 A1 223
1 A1 225
2 A2 148
1 A2 150
1 A3 151
2 A3a 053
2 A3a 062
2 A3a 069
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 079

# d8eb71b1
Energy: Metal
1 A1 223
1 A1 225
2 A2 148
1 A2 150
1 A2 155
1 A3 151
2 A3a 053
2 A3a 062
2 A3a 069
1 B1 219
2 P-A 005
2 P-A 007
2 P-A 079

# d8fdd37f
Energy: Metal
1 A1 223
1 A1 225
1 A2 148
1 A2 150
1 A3 151
2 A3a 053
2 A3a 062
2 A3a 069
1 A4 153
1 A4 158
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 079

# fdc96b56
Energy: Metal
1 A1 225
1 A2 147
1 A2 150
1 A2a 075
2 A3 146
1 A3a 042
2 A3a 053
2 A3a 062
2 A3a 069
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 079
