# 00c8b1c4
Energy: Lightning
1 A1 225
1 A2 148
1 A2 150
1 A2b 070
1 A3 066
2 A3a 021
1 A3a 065
2 B1 225
1 B2 147
1 B2a 086
2 B2b 027
2 P-A 005
2 P-A 007
2 P-B 043

# 00cc77ff
Energy: Lightning
1 A1 225
2 A2 148
1 A2 150
1 A2b 070
2 A3a 021
1 A4 151
2 B1 225
1 B2 145
1 B2 153
2 B2b 027
2 P-A 005
2 P-A 007
2 P-B 043

# 010cd5ec
Energy: Lightning
1 A1 225
1 A2 148
1 A2 150
1 A2b 070
1 A3 066
1 A3 151
2 A3a 021
1 A4 151
1 B1 225
1 B2 145
1 B2 153
2 B2b 026
2 B2b 027
2 P-A 005
2 P-A 007

# 01915f84
Energy: Lightning
1 A1 225
2 A2 148
1 A2 150
1 A2b 070
1 A3 066
2 A3a 021
2 B1 225
1 B2 153
2 B2b 026
2 B2b 027
1 P-A 002
2 P-A 005
2 P-A 007

# 02c7a288
Energy: Lightning
2 A1 225
2 A2 148
1 A2 150
2 A3a 021
1 A3a 064
2 B1 225
2 B2a 086
2 B2b 027
2 P-A 005
2 P-A 007
2 P-B 043

# 05bdabbf
Energy: Lightning
1 A1 225
1 A2 148
1 A2 150
1 A2b 070
2 A3a 021
2 B1 225
1 B2 145
1 B2 147
1 B2 153
1 B2a 086
2 B2b 026
2 B2b 027
2 P-A 005
2 P-A 007

# 06c6ba23
Energy: Lightning
2 A2 148
1 A2 150
1 A2b 070
1 A3 066
2 A3a 021
2 B1 225
1 B2 147
2 B2a 086
2 B2b 027
2 P-A 005
2 P-A 007
2 P-B 043

# 06c95d83
Energy: Lightning
2 A2 148
1 A2 150
1 A3 066
2 A3a 021
1 A4 071
1 A4 151
1 B1 225
2 B2a 086
2 B2b 026
2 B2b 027
1 B2b 069
2 P-A 005
2 P-A 007

# 0704a478
Energy: Lightning
1 A1 225
1 A2 147
1 A2 148
1 A2 150
1 A2b 070
1 A3 066
2 A3a 021
1 B1 225
1 B2 153
2 B2a 086
2 B2b 026
2 B2b 027
2 P-A 005
2 P-A 007

# 075cd99e
Energy: Lightning
1 A1 225
1 A2 148
1 A2 150
1 A2b 070
1 A3 066
2 A3a 021
1 A3a 065
2 B1 225
1 B2 153
1 B2a 086
2 B2b 026
2 B2b 027
2 P-A 005
2 P-A 007

# 079789c6
Energy: Lightning
1 A1 225
2 A2 148
1 A2 150
1 A2a 027
2 A2b 070
1 A3 066
2 A3a 021
2 B1 225
1 B2b 026
2 B2b 027
1 B3a 074
2 P-A 005
2 P-A 007

# 07a320c7
Energy: Lightning
1 A1 225
1 A2 147
1 A2 148
1 A2 150
1 A2 155
1 A3 066
2 A3a 021
2 B1 225
1 B2 153
1 B2a 086
2 B2b 026
2 B2b 027
2 P-A 005
2 P-A 007

# 08ef6726
Energy: Lightning
1 A1 225
2 A2 148
1 A2 150
1 A2b 070
1 A3 142
2 A3a 021
1 B1 225
2 B2 145
1 B2 153
2 B2b 027
2 P-A 005
2 P-A 007
2 P-B 043

# 090314e7
Energy: Lightning
1 A1 225
1 A2 147
1 A2 148
1 A2 150
1 A2 155
1 A2b 070
1 A2b 071
2 A3a 021
1 B1 225
2 B2 145
2 B2b 027
2 P-A 005
2 P-A 007
2 P-B 043

# 09c32591
Energy: Lightning
1 A1 225
2 A2 148
1 A2 150
2 A3a 021
1 A4 066
1 B1 225
2 B2 145
1 B2 153
1 B2a 086
2 B2b 026
2 B2b 027
2 P-A 005
2 P-A 007

# 0a112b9e
Energy: Lightning
2 A2 148
1 A2 150
1 A2b 070
1 A3 066
2 A3a 021
1 B1 225
1 B2 145
1 B2a 086
2 B2b 026
2 B2b 027
1 B2b 069
1 P-A 002
2 P-A 005
2 P-A 007

# 0aed1ccd
Energy: Lightning
1 A1 225
1 A2 150
1 A2b 070
1 A3 066
2 A3a 021
2 B1 225
1 B2 147
1 B2 153
2 B2a 086
2 B2b 026
2 B2b 027
2 P-A 005
2 P-A 007

# 0bb373b4
Energy: Lightning
1 A1 225
1 A2 150
1 A2b 070
2 A3a 021
1 A4 151
2 B1 225
1 B2 145
1 B2 147
1 B2 153
2 B2b 027
1 B3 147
2 P-A 005
2 P-A 007
2 P-B 043

# 0c22181b
Energy: Lightning
1 A1 225
2 A2 148
1 A2 150
1 A2b 070
2 A3a 021
2 B1 225
1 B2 147
1 B2 153
2 B2b 027
2 P-A 005
1 P-A 006
2 P-A 007
2 P-B 043

# 0c57d280
Energy: Lightning
1 A2 150
1 A2b 070
1 A3 066
2 A3a 021
1 A4 151
1 B1 225
1 B2 145
1 B2 147
1 B2 153
2 B2a 086
2 B2b 027
2 P-A 005
2 P-A 007
2 P-B 043

# 0da474dd
Energy: Lightning
1 A1 225
1 A2 150
1 A2b 070
2 A3 146
2 A3a 021
1 A3a 042
2 B1 225
1 B2 153
2 B2b 027
1 P-A 002
2 P-A 005
2 P-A 007
2 P-B 043

# 0e3a1238
Energy: Lightning
1 A1 225
2 A2 148
1 A2 150
1 A2b 070
2 A3a 021
2 B1 225
1 B2 145
1 B2 153
2 B2b 027
1 B3 147
2 P-A 005
2 P-A 007
2 P-B 043

# 0ee6332f
Energy: Lightning
1 A1 225
2 A2 148
1 A2 150
1 A2b 070
1 A3 066
2 A3a 021
2 B1 225
1 B2 147
1 B2a 086
2 B2b 027
2 P-A 005
2 P-A 007
2 P-B 043

# 0ef37dd8
Energy: Lightning
1 A2 148
1 A2 150
1 A2 155
2 A3a 021
2 A4 151
2 B1 225
1 B1a 069
1 B2 153
1 B2a 086
2 B2b 026
2 B2b 027
2 P-A 005
2 P-A 007

# 11a4e900
Energy: Lightning
1 A1 223
1 A1 225
2 A2 148
1 A2 150
1 A2b 070
2 A3a 021
2 B1 225
1 B2 147
1 B2 153
2 B2b 027
2 P-A 005
2 P-A 007
2 P-B 043

# 12c21a06
Energy: Lightning
1 A1 225
2 A2 148
1 A2 150
1 A2b 070
2 A3a 021
2 B1 225
1 B2 153
1 B2a 086
2 B2b 026
2 B2b 027
1 B3 147
2 P-A 005
2 P-A 007

# 131320d2
Energy: Lightning
1 A1 225
1 A2 148
1 A3 066
2 A3a 021
1 B1 223
1 B1 225
1 B2 145
1 B2 153
2 B2a 086
2 B2b 026
2 B2b 027
2 P-A 005
1 P-A 006
2 P-A 007

# 13bd5c1f
Energy: Lightning
2 A2 148
1 A2 150
1 A2b 070
1 A2b 071
2 A3a 021
1 A4 066
2 B1 225
1 B2 153
2 B2b 026
2 B2b 027
1 B2b 069
2 P-A 005
2 P-A 007

# 146c60f3
Energy: Lightning
1 A1 225
2 A2 148
1 A2 150
2 A3a 021
2 B1 225
1 B2 153
1 B2a 086
2 B2b 027
1 B3 147
2 P-A 005
1 P-A 006
2 P-A 007
2 P-B 043

# 15f77bb9
Energy: Lightning
1 A1 225
2 A2 148
1 A2 150
1 A2b 071
1 A3 066
2 A3a 021
1 A4 151
1 B1 225
1 B2 153
1 B2a 086
2 B2b 026
2 B2b 027
2 P-A 005
2 P-A 007

# 167bd315
Energy: Lightning
1 A1 225
2 A2 148
1 A2 150
1 A2b 070
1 A3 066
2 A3a 021
1 A4 151
2 B1 225
1 B2 153
2 B2b 026
2 B2b 027
2 P-A 005
2 P-A 007

# 16cdc934
Energy: Lightning
2 A1 225
2 A2 148
1 A2 150
2 A3a 021
2 B1 225
1 B2 145
2 B2a 086
2 B2b 027
2 P-A 005
2 P-A 007
2 P-B 043

# 16dfd606
Energy: Lightning
1 A1 225
1 A3 066
1 A3 142
2 A3a 021
1 A3a 065
1 A4 151
2 B1 225
1 B2a 086
2 B2b 026
2 B2b 027
1 B2b 066
2 B2b 069
1 P-A 002
2 P-A 005

# 16fcfb90
Energy: Lightning
1 A1 225
2 A2 148
1 A2 150
1 A2b 070
1 A3 066
2 A3a 021
2 B1 225
1 B2 145
1 B2 147
2 B2b 027
2 P-A 005
2 P-A 007
2 P-B 043

# 1706d475
Energy: Lightning
1 A1 225
1 A2 148
1 A2 150
1 A2b 070
2 A3a 021
2 B1 225
1 B2 147
1 B2 153
2 B2a 086
2 B2b 027
2 P-A 005
2 P-A 007
2 P-B 043

# 176ce6a4
Energy: Lightning
1 A1 225
1 A2 148
1 A2 150
1 A2b 070
2 A3a 021
1 A4 151
2 B1 225
1 B2 147
1 B2 153
1 B2a 086
2 B2b 027
2 P-A 005
2 P-A 007
2 P-B 043

# 17c2be4e
Energy: Lightning
1 A1 225
2 A2 148
1 A2 150
2 A2b 070
1 A3 066
2 A3a 021
2 B1 225
1 B2 147
2 B2b 027
2 P-A 005
2 P-A 007
2 P-B 043

# 17e8463b
Energy: Lightning, Metal
1 A2 148
1 A2 150
1 A2b 070
1 A3 066
1 A3 151
2 A3a 021
1 A3a 065
2 B1 225
1 B2 145
1 B2 153
2 B2b 026
2 B2b 027
2 P-A 005
2 P-A 007

# 17f0080b
Energy: Lightning
1 A1 225
2 A2 148
1 A2 150
1 A3 066
2 A3a 021
1 B1 225
2 B2 145
1 B2 153
1 B2a 086
2 B2b 026
2 B2b 027
2 P-A 005
2 P-A 007

# 19175dfa
Energy: Lightning
1 A2 148
1 A2 150
1 A2b 070
1 A3 066
2 A3a 021
1 A4 151
2 B1 225
1 B2 147
1 B2 153
1 B2a 086
2 B2b 027
2 P-A 005
2 P-A 007
2 P-B 043

# 19435fdd
Energy: Lightning
1 A1 225
2 A2 148
1 A2 150
1 A2b 070
1 A3 066
2 A3a 021
1 B1 225
1 B2 153
2 B2a 086
2 B2b 027
2 P-A 005
2 P-A 007
2 P-B 043

# 199d3743
Energy: Lightning
1 A1 225
1 A2 148
1 A2 150
1 A3 066
2 A3a 021
2 A4 151
2 B1 225
1 B2 145
1 B2 153
2 B2b 027
2 P-A 005
2 P-A 007
2 P-B 043

# 1ab27cd8
Energy: Lightning
1 A1 225
1 A2 148
1 A2 150
1 A2b 070
1 A3 066
2 A3a 021
1 A4 151
1 B1 225
1 B2 153
2 B2a 086
2 B2b 026
2 B2b 027
2 P-A 005
2 P-A 007

# 1aef48d9
Energy: Lightning
2 A2 148
1 A2 150
1 A2 155
1 A2b 070
1 A3 066
2 A3a 021
2 B1 225
1 B2 145
1 B2 153
2 B2b 026
2 B2b 027
2 P-A 005
2 P-A 007

# 1b662e21
Energy: Lightning
1 A1 225
1 A2 150
2 A3a 021
2 A4 151
2 B1 225
2 B2a 086
2 B2b 027
1 B2b 069
1 B3 059
2 P-A 005
2 P-A 007
2 P-B 043

# 1b9cf128
Energy: Lightning
1 A1 225
2 A2 148
1 A2 150
1 A2b 070
2 A3a 021
2 B1 225
1 B2 153
2 B2a 086
1 B2b 026
2 B2b 027
2 P-A 005
2 P-A 007
1 P-B 043

# 1c0dd7fd
Energy: Lightning
1 A1 225
1 A2 147
1 A2 150
1 A2b 070
1 A3 066
1 A3 151
2 A3a 021
2 B1 225
1 B2 145
1 B2a 086
2 B2b 026
2 B2b 027
2 P-A 005
2 P-A 007

# 1c0fb946
Energy: Lightning
1 A1 225
2 A2 148
1 A2 150
1 A2b 070
1 A3 066
2 A3a 021
1 B1 225
1 B2 147
1 B2a 086
2 B2b 027
1 B2b 069
2 P-A 005
2 P-A 007
2 P-B 043

# 1c75646c
Energy: Lightning
1 A1 225
2 A2 148
1 A2 150
1 A2 155
2 A3a 021
1 A4 151
2 B1 225
1 B2 153
2 B2b 027
1 B3 147
2 P-A 005
2 P-A 007
2 P-B 043

# 1d3399e8
Energy: Lightning
1 A1 225
2 A2 148
1 A2 150
1 A2b 070
2 A3a 021
2 B1 225
1 B2 145
1 B2 153
1 B2a 086
2 B2b 027
2 P-A 005
2 P-A 007
2 P-B 043

# 1e09e720
Energy: Lightning
1 A2 147
2 A2 148
1 A2 150
1 A2 155
2 A3a 021
1 A3a 064
2 B1 225
1 B2 145
1 B2a 086
2 B2b 027
2 P-A 005
2 P-A 007
2 P-B 043

# 1e63952d
Energy: Lightning
1 A1 225
1 A2 147
1 A2 148
1 A2 150
1 A2b 070
1 A3 066
2 A3a 021
2 B1 225
1 B2 153
1 B2a 086
2 B2b 027
2 P-A 005
2 P-A 007
2 P-B 043

# 1f17bd06
Energy: Lightning
1 A1 225
1 A2 150
1 A2b 070
2 A3a 021
1 A3a 065
2 A4 151
1 B1 225
1 B2 147
1 B2 153
1 B2a 086
2 B2b 027
2 P-A 005
2 P-A 007
2 P-B 043

# 20055127
Energy: Lightning
1 A2 148
1 A2 150
1 A2b 070
1 A3 066
1 A3 151
2 A3a 021
2 B1 225
1 B2 145
1 B2 147
1 B2 153
2 B2b 026
2 B2b 027
2 P-A 005
2 P-A 007

# 209e8b7e
Energy: Lightning
1 A1 225
2 A2 148
1 A2 150
1 A2b 070
2 A3a 021
1 A4 151
2 B1 225
1 B2 153
1 B2a 086
2 B2b 027
2 P-A 005
2 P-A 007
2 P-B 043

# 2122b734
Energy: Lightning
1 A1 225
2 A2 148
1 A2 150
1 A2b 070
2 A3a 021
2 B1 225
1 B2 147
1 B2 153
1 B2a 086
2 B2b 027
2 P-A 005
2 P-A 007
2 P-B 043

# 215e5815
Energy: Lightning
1 A1 225
2 A2 148
1 A2 150
1 A2b 070
1 A3 142
2 A3a 021
2 B1 225
1 B2 147
1 B2 153
2 B2b 026
2 B2b 027
2 P-A 005
2 P-A 007

# 21f6f24c
Energy: Lightning
1 A1 225
1 A2 148
1 A2 150
1 A2b 070
1 A3 066
2 A3a 021
1 A4 151
2 B1 225
2 B2a 086
2 B2b 026
2 B2b 027
2 P-A 005
2 P-A 007

# 22173bab
Energy: Lightning
1 A1 225
2 A2 148
1 A2 150
1 A2b 070
2 A3a 021
2 B1 225
1 B2 147
1 B2 153
2 B2b 026
2 B2b 027
1 B3 147
2 P-A 005
2 P-A 007

# 22f63a2d
Energy: Lightning
1 A1 225
1 A2 148
1 A2 150
1 A2b 070
1 A3 151
2 A3a 021
2 B1 225
1 B2 145
1 B2 147
1 B2 153
2 B2b 027
2 P-A 005
2 P-A 007
2 P-B 043

# 238d2804
Energy: Lightning
1 A1 225
2 A2 148
1 A2 150
1 A2b 070
1 A2b 071
1 A3 066
2 A3a 021
1 B1 225
2 B2a 086
2 B2b 026
2 B2b 027
2 P-A 005
2 P-A 007

# 243c2b59
Energy: Lightning
1 A1 225
1 A2 147
1 A2 150
1 A2 155
1 A2b 070
2 A3a 021
1 A4 151
2 B1 225
2 B2 145
2 B2b 026
2 B2b 027
2 P-A 005
2 P-A 007

# 259b4430
Energy: Lightning
1 A1 225
1 A2 148
1 A2 150
1 A2b 070
1 A3 066
2 A3a 021
2 B1 225
1 B2 153
1 B2a 086
1 B2a 088
2 B2b 027
2 P-A 005
2 P-A 007
2 P-B 043

# 25d5f033
Energy: Lightning
1 A1 225
2 A2 148
1 A2 150
1 A2b 070
2 A3a 021
1 A4 151
1 B1 225
1 B2 145
1 B2 153
1 B2a 086
2 B2b 027
2 P-A 005
2 P-A 007
2 P-B 043

# 268cb9fc
Energy: Lightning
1 A1 225
2 A2 148
1 A2 150
1 A3 066
2 A3a 021
2 B1 225
1 B2 153
2 B2a 086
2 B2b 026
2 B2b 027
2 P-A 005
2 P-A 007

# 26d37e11
Energy: Lightning
1 A1 223
1 A1 225
2 A2 148
1 A2 150
2 A3a 021
1 A4 151
2 B1 225
1 B2 153
1 B2a 086
2 B2b 026
2 B2b 027
2 P-A 005
2 P-A 007

# 2742b5ed
Energy: Lightning
1 A1 225
2 A2 148
1 A2 150
1 A2b 070
1 A3 066
2 A3a 021
2 B1 225
1 B2a 086
2 B2b 027
1 B2b 069
2 P-A 005
2 P-A 007
2 P-B 043

# 27ad105b
Energy: Lightning
1 A1 223
1 A1 225
1 A2 148
1 A2 150
1 A2b 070
1 A3 066
2 A3a 021
1 B1 225
2 B2a 086
2 B2b 027
1 B2b 069
2 P-A 005
2 P-A 007
2 P-B 043

# 27ebce38
Energy: Lightning
1 A1 225
1 A2 148
1 A2 150
1 A2b 070
1 A3 066
2 A3a 021
2 A4 151
1 B1 225
2 B2a 086
2 B2b 026
2 B2b 027
2 P-A 005
2 P-A 007

# 283a31b3
Energy: Lightning
