# 2398dcd7
Energy: Fire
2 A2 027
2 A2 028
2 A2 029
2 A2 146
2 A2 154
2 A2a 011
2 A2a 012
2 P-A 002
2 P-A 005
2 P-A 007

# 5c5e9806
Energy: Fire
1 A1 225
2 A2 027
2 A2 028
2 A2 029
2 A2 146
1 A2 147
1 A2 150
1 A2 154
2 A2a 011
2 A2a 012
2 P-A 005
2 P-A 007

# 6964184a
Energy: Fire
2 A2 027
2 A2 028
2 A2 029
1 A2 146
2 A2 147
1 A2 154
2 A2a 011
2 A2a 012
2 P-A 002
2 P-A 005
2 P-A 007

# a01e9540
Energy: Fire
2 A1 225
2 A2 027
2 A2 028
2 A2 029
1 A2 146
1 A2 147
1 A2 154
2 A2a 011
2 A2a 012
1 P-A 002
2 P-A 005
2 P-A 007

# acf21c0f
Energy: Fire
2 A1 225
2 A2 027
2 A2 028
2 A2 029
2 A2 148
2 A2 154
2 A2a 011
2 A2a 012
2 P-A 005
2 P-A 007

# ce6ed093
Energy: Fire
1 A1 225
2 A2 027
2 A2 028
2 A2 029
1 A2 146
2 A2 147
1 A2 154
2 A2a 011
2 A2a 012
1 P-A 002
2 P-A 005
2 P-A 007

# de08e2a9
Energy: Fire
1 A1 225
2 A2 027
2 A2 028
2 A2 029
1 A2 146
1 A2 150
1 A2 154
2 A2a 011
2 A2a 012
1 A2b 071
1 P-A 002
2 P-A 005
2 P-A 007

# de942d7d
Energy: Fire
1 A1 047
1 A1 225
2 A1a 068
2 A2 027
2 A2 028
2 A2 029
1 A2 146
1 A2 154
2 A2a 011
2 A2a 012
2 P-A 005
2 P-A 007

# e2648235
Energy: Fire
2 A2 027
2 A2 028
2 A2 029
1 A2 147
1 A2 148
2 A2 154
2 A2a 011
2 A2a 012
2 P-A 002
2 P-A 005
2 P-A 007

# eba47b47
Energy: Fire
1 A1 223
1 A1 225
2 A2 027
2 A2 028
2 A2 029
2 A2 146
1 A2 154
2 A2a 011
2 A2a 012
1 P-A 002
2 P-A 005
2 P-A 007

# f2445705
Energy: Fire
2 A1 225
2 A2 027
2 A2 028
2 A2 029
2 A2 146
1 A2 147
1 A2 148
1 A2 155
2 A2a 011
2 A2a 012
1 P-A 002
2 P-A 007

# ff8fee8f
Energy: Fire
1 A1 196
2 A1a 068
2 A2 027
2 A2 028
2 A2 029
2 A2 146
1 A2 147
1 A2 150
1 A2 154
2 A2a 011
2 A2a 012
2 P-A 007
