# 335d1847
Energy: Darkness
1 A1 225
1 A2 146
1 A2 148
1 A2 150
1 A2a 050
2 A2a 071
1 A2b 071
2 A3 144
1 A3 149
2 A4 032
2 A4 107
1 A4 108
1 A4 109
1 P-A 005
2 P-A 007

# 4aeef444
Energy: Darkness
1 A1 173
1 A1 225
1 A1a 068
1 A2 147
1 A2 150
2 A2a 050
2 A2a 071
2 A3 144
2 A4 032
2 A4 107
1 A4 109
2 P-A 005
2 P-A 007

# 7d4846fe
Energy: Darkness
1 A1 173
1 A2 150
1 A2 155
1 A2a 050
2 A2a 071
2 A3 144
1 A4 032
2 A4 107
1 A4 109
1 B1 109
1 B1 225
1 B1 226
1 P-A 002
2 P-A 005
2 P-A 007

# 83399d50
Energy: Darkness
1 A2 155
1 A2a 050
1 A2a 071
2 A3 144
2 A3 146
1 A3 151
1 A3 155
2 A3a 042
1 A3a 064
2 A4 107
2 A4 109
2 P-A 005
2 P-A 007

# ac1f2121
Energy: Darkness
1 A1 225
1 A1a 068
1 A2 150
1 A2 155
1 A2a 050
2 A2a 071
2 A3 144
1 A3 155
1 A3b 034
2 A4 107
2 A4 109
1 A4 134
2 P-A 005
2 P-A 007

# ac21f29f
Energy: Darkness
1 A1a 068
1 A2 150
1 A2 155
1 A2a 048
2 A2a 050
2 A2a 071
2 A3 144
1 A3 155
1 A3b 034
1 A4 107
2 A4 109
1 A4 134
2 P-A 005
2 P-A 007

# b2ea3409
Energy: Darkness
1 A1a 068
1 A2 150
1 A2 155
2 A2a 050
2 A2a 071
2 A3 144
1 A3 155
1 A3b 034
2 A4 107
2 A4 109
1 A4 134
2 P-A 005
2 P-A 007

# ccb27618
Energy: Darkness
1 A2 147
1 A2 150
2 A2a 048
1 A2a 049
2 A2a 050
2 A2a 071
2 A3 144
1 A4 109
2 B1 109
1 B1 225
2 P-A 005
1 P-A 006
2 P-A 007

# d93e7f68
Energy: Darkness
2 A1 173
1 A2 147
2 A2a 050
2 A2a 071
1 A2a 073
2 A3 144
2 A3 149
2 A4 107
2 A4 109
2 P-A 005
2 P-A 007

# da34c896
Energy: Darkness
1 A2 110
1 A2 147
1 A2 150
2 A2a 050
2 A2a 071
2 A3 144
1 A3 149
1 A3 155
2 A4 107
2 A4 109
1 B1 226
1 P-A 001
1 P-A 005
2 P-A 007

# f6e79d7f
Energy: Darkness
1 A2 110
1 A2 147
1 A2 150
2 A2a 050
2 A2a 071
2 A3 144
1 A3 149
2 A3 155
2 A4 107
2 A4 109
1 B1 226
1 P-A 001
2 P-A 007
