# 1bfd3fb9
Energy: Lightning
2 A1 098
1 A1 225
1 A2 053
1 A2 147
1 A2 148
2 A2 150
2 A3b 025
2 B1 184
1 B1 225
2 B1a 024
1 B1a 026
1 B1a 068
1 P-A 005
2 P-A 007

# 2c9e1e8b
Energy: Lightning
2 A1 097
1 A1 098
2 A2 053
1 A2 147
1 A2 148
2 A2 150
1 A3 151
2 A3b 025
2 B1 184
1 B1 225
1 B1 226
1 P-A 005
1 P-A 006
2 P-A 007

# 6ef50b55
Energy: Lightning
2 A1 098
1 A2 053
1 A2 147
1 A2 150
1 A2 155
1 A3a 064
2 A3b 025
2 B1 184
1 B1 225
1 B1 226
2 B1a 024
1 B1a 026
1 B1a 068
1 P-A 005
2 P-A 007

# 8a8d85f5
Energy: Lightning
2 A1 097
2 A1 098
1 A1 225
2 A2 053
2 A2 148
1 A2 150
2 A3 066
2 A3b 025
2 A3b 055
2 P-A 005
2 P-A 007
