# 10cb12cc
Energy: Psychic
1 A1 225
1 A2 150
1 A2 155
1 A3 144
2 B1 102
2 B1 109
2 B1 196
2 B1 225
1 B1 226
2 B2 067
1 B2 068
2 B2 069
2 P-A 007

# 3abb95af
Energy: Psychic
1 A1 225
1 A2 147
2 A3 144
2 B1 102
2 B1 196
1 B1 225
2 B1 226
2 B2 067
2 B2 069
2 B2 124
1 B2 155
2 P-A 007

# 4ead93ac
Energy: Psychic
1 A1 225
1 A2 150
1 A2 155
1 A3 144
2 B1 102
2 B1 196
2 B1 225
1 B1 226
2 B2 067
1 B2 068
2 B2 069
1 B2 070
1 B2 155
2 P-A 007

# b248c481
Energy: Psychic
1 A1a 068
1 A2 150
2 A3 144
2 B1 102
2 B1 196
1 B1 197
1 B1 225
2 B1 226
2 B2 067
2 B2 069
1 B2 070
1 B2 153
2 P-A 007

# dd5beaa2
Energy: Psychic
1 A1 225
1 A2 150
1 A2 155
2 A3 144
2 B1 102
2 B1 109
2 B1 196
2 B1 225
1 B1 226
2 B2 067
2 B2 069
2 P-A 007

# df11066d
Energy: Psychic
1 A2 150
1 A2 155
2 A3 144
2 B1 102
1 B1 106
2 B1 196
1 B1 225
2 B1 226
2 B2 067
2 B2 069
1 B2 145
1 B2 155
2 P-A 007

# ea5dff7b
Energy: Psychic
2 A3 144
2 A3 146
1 B1 102
2 B1 196
2 B1 225
1 B1 226
2 B2 067
2 B2 069
2 B2 070
2 B2 155
2 P-A 007
