# 11f7c3ac
Energy: Darkness
1 A1 225
1 A1a 068
1 A2 146
1 A2 147
2 A3 144
1 A3b 043
1 A4 112
1 A4 134
2 B1 155
1 B1 156
2 B1 157
1 B1 184
2 B1 225
2 P-A 005
1 P-A 007

# 2031577b
Energy: Darkness
1 A2 155
1 A2b 071
2 A3 144
1 A3b 043
1 A4 112
2 A4 134
1 B1 151
2 B1 155
1 B1 156
2 B1 157
2 B1 223
2 P-A 005
2 P-A 007

# 298fbf68
Energy: Darkness
1 A2 104
1 A2 155
1 A2b 070
2 A3 144
2 A4 112
2 B1 155
2 B1 157
2 B1 184
2 B1 225
2 B2 145
1 P-A 005
2 P-A 007

# 42dc8c63
Energy: Darkness
1 A1 225
2 A3 144
1 A3 151
1 A3b 043
1 A4 112
2 B1 155
2 B1 157
2 B1 184
1 B1 223
1 B1 225
2 B2 145
2 P-A 005
2 P-A 007

# 4e26b99e
Energy: Darkness
1 A1 225
1 A2 146
2 A3 144
1 A3a 064
1 A3b 043
1 A4 112
1 A4 120
2 B1 155
2 B1 157
2 B1 184
2 B1 225
2 P-A 005
2 P-A 007

# 6f7856fb
Energy: Darkness
1 A1 087
1 A1 089
1 A2 110
2 A3 144
1 A4 112
2 B1 155
2 B1 157
1 B1 184
2 B1 225
1 B2 145
1 B2b 069
1 P-A 002
2 P-A 005
2 P-A 007

# 6f8c7482
Energy: Darkness
1 A1a 068
2 A3 144
1 A4 070
2 A4 112
2 B1 155
2 B1 157
2 B1 225
1 B2 145
2 B3 129
2 P-A 005
1 P-A 006
2 P-A 007

# 77aa7da9
Energy: Darkness
1 A1 225
1 A1a 068
2 A3 144
1 A3a 064
1 A3b 043
1 A4 112
2 B1 155
1 B1 156
2 B1 157
2 B1 184
2 B1 225
2 P-A 005
2 P-A 007

# 77c76c72
Energy: Darkness
1 A1 225
2 A2 148
1 A2b 070
2 A3 144
1 A3b 043
1 A4 112
2 A4 134
2 B1 155
2 B1 157
2 B1 225
2 P-A 005
2 P-A 007

# b40cf470
Energy: Darkness
1 A1 225
2 A3 144
2 A3b 043
1 A3b 056
1 A4 112
2 B1 155
1 B1 156
2 B1 157
2 B1 184
1 B1 223
2 B1 225
1 B1 226
2 P-A 005

# e1603194
Energy: Darkness
1 A1 223
2 A3 144
2 A3b 043
1 A4 112
2 B1 155
1 B1 156
2 B1 157
2 B1 184
1 B1 223
2 B1 225
1 P-A 002
2 P-A 005
1 P-A 007

# f42ef3d7
Energy: Darkness
1 A1a 068
2 A3 144
1 A4 070
2 A4 112
2 B1 155
2 B1 157
2 B1 225
1 B2 145
1 B2 150
2 B3 129
2 P-A 005
2 P-A 007
