# 23a4ec77
Energy: Psychic
1 A1 120
1 A1 121
1 A1 122
1 A1 123
1 A2 150
1 A2a 031
2 A3 144
1 B1 225
1 B2 063
1 B2 064
2 B2 066
2 B2 070
1 B2 149
1 B2 155
1 P-A 005
2 P-A 007

# 2d43bd75
Energy: Psychic
1 A1 120
1 A1 121
1 A1 123
2 A1 130
1 A2 150
2 A3 144
1 B2 064
2 B2 066
2 B2 070
2 B2 149
1 B2 155
2 P-A 005
2 P-A 007

# 3599873d
Energy: Psychic
1 A1 120
1 A1 123
1 A1 225
1 A2 068
1 A2 150
1 A2a 033
2 A3 144
1 B2 064
1 B2 066
2 B2 070
1 B2 145
1 B2 147
1 B2 149
1 B2 155
2 P-A 005
2 P-A 007

# 39f22185
Energy: Psychic
1 A1 120
1 A1 123
2 A2 068
1 A2 069
1 A2 078
1 A2 150
2 A3 144
1 B1 225
2 B2 066
2 B2 070
1 B2 149
1 B2 155
2 P-A 005
2 P-A 007

# 536990a5
Energy: Psychic
1 A1 123
2 A2 148
1 A2 150
1 A2a 031
2 A3 144
1 B1 223
1 B1 225
1 B2 063
1 B2 064
1 B2 066
2 B2 070
1 B2 147
2 B2 149
1 B2 155
2 P-A 007

# 62cd87ad
Energy: Psychic
1 A1 120
1 A1 123
1 A1 225
1 A2 068
1 A2 150
1 A2a 033
2 A3 144
1 B2 064
1 B2 066
2 B2 070
1 B2 147
1 B2 149
1 B2 155
1 B3a 071
2 P-A 005
2 P-A 007

# 77baf9ae
Energy: Psychic
1 A1 120
1 A1 123
1 A1 225
1 A2 068
1 A2 150
1 A2a 033
2 A3 144
1 A3 155
1 B2 064
1 B2 066
2 B2 070
1 B2 145
1 B2 149
1 B2 155
2 P-A 005
2 P-A 007

# 9337ff13
Energy: Psychic
2 A1 120
2 A1 123
1 A2 150
2 A3 144
2 B2 063
1 B2 064
2 B2 066
2 B2 070
1 B2 073
1 B2 155
2 P-A 005
2 P-A 007

# 9445838c
Energy: Psychic
1 A1 123
2 A2 148
1 A2 150
1 A2a 031
1 A2b 070
2 A3 144
1 B1 223
1 B1 225
1 B2 063
1 B2 064
1 B2 066
2 B2 070
2 B2 149
1 B2 155
2 P-A 007

# 9d4d8e86
Energy: Psychic
1 A1 120
1 A1 121
1 A1 122
1 A1 123
1 A2 150
1 A2a 031
2 A3 144
1 B1 225
2 B2 063
1 B2 064
2 B2 066
1 B2 070
1 B2 149
1 B2 155
1 P-A 005
2 P-A 007

# c4de86b7
Energy: Psychic
2 A1 120
1 A1 122
1 A1 123
1 A2 150
2 A3 144
2 B2 063
1 B2 064
2 B2 066
2 B2 070
1 B2 149
1 B2 155
2 P-A 005
2 P-A 007

# e5f89354
Energy: Psychic
1 A1 120
1 A1 123
2 A2 148
1 A2 150
2 A3 144
1 B1 223
1 B1 225
1 B2 063
1 B2 064
1 B2 066
2 B2 070
1 B2 147
2 B2 149
1 B2 155
2 P-A 007

# f2f7cc50
Energy: Psychic
1 A1 120
1 A1 123
1 A1 132
2 A2 068
1 A2 150
2 A3 144
1 B1 121
1 B1 223
1 B1 225
1 B2 064
1 B2 066
2 B2 070
1 B2 149
1 B2 155
1 P-A 005
2 P-A 007

# fd4e1526
Energy: Psychic
1 A1 123
1 A2 068
1 A2a 031
2 A3 144
1 A3 151
1 B1 223
1 B1 225
1 B2 063
1 B2 064
1 B2 065
1 B2 066
2 B2 070
1 B2 124
1 B2 145
1 B2 155
1 P-A 005
2 P-A 007
