# 04d8e7e7
Energy: Metal
2 A3 085
2 A3 086
2 A3 122
1 A3 123
2 A3 144
2 A3 146
2 A3 155
2 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007

# 08d345da
Energy: Metal
1 A1 225
1 A2 146
1 A2 147
1 A2 148
1 A2 150
1 A2 155
2 A3 085
1 A3 086
2 A3 122
1 A3 123
2 A3 144
1 A3 151
1 A3 155
2 P-A 005
2 P-A 007

# 0a20425b
Energy: Metal
1 A1 225
1 A2 111
1 A2b 070
2 A3 085
1 A3 086
2 A3 122
1 A3 144
1 B1 225
1 B1a 065
1 B2 147
1 B2 148
2 B3 148
1 B3 155
2 P-A 005
2 P-A 007

# 1154b051
Energy: Metal
1 A1 225
1 A2 111
1 A2 147
1 A2 148
1 A2 155
2 A2b 071
2 A3 085
1 A3 086
2 A3 122
2 A3 144
2 A3 155
1 P-A 001
1 P-A 005
2 P-A 007

# 15c7247c
Energy: Metal
1 A1 225
2 A2 148
1 A2 150
2 A3 085
1 A3 086
2 A3 122
1 A3 123
1 A3 144
1 A3 155
1 B1 109
1 B1 225
1 B2 148
2 P-A 005
1 P-A 006
2 P-A 007

# 1939b03d
Energy: Metal
1 A2 111
1 A2 150
2 A3 085
2 A3 122
2 A3 144
1 A3 155
1 B1 225
1 B1a 065
1 B2 148
1 B3 121
2 B3 148
1 B3 155
2 P-A 005
2 P-A 007

# 1e23798b
Energy: Metal
1 A1 225
1 A2 111
1 A2 146
1 A2 147
1 A2 148
1 A2 150
1 A3 066
2 A3 085
2 A3 122
2 A3 144
1 A3 155
2 P-A 001
2 P-A 005
2 P-A 007

# 2af1ddab
Energy: Metal
1 A1 211
1 A1 225
2 A2 147
1 A2b 069
2 A2b 071
1 A2b 072
2 A3 085
2 A3 122
2 A3 144
2 A3 155
2 P-A 005
2 P-A 007

# 2cb700e9
Energy: Metal
1 A1 225
2 A2 147
1 A2 148
1 A2 150
1 A2 155
2 A3 085
1 A3 086
2 A3 122
1 A3 123
2 A3 144
1 A3 151
1 A3 155
2 P-A 005
2 P-A 007

# 2d7be5ee
Energy: Metal
1 A1 225
1 A2 146
2 A2 147
1 A2 148
1 A2 150
2 A3 085
1 A3 086
2 A3 122
1 A3 123
2 A3 144
1 A3 151
1 A3 155
2 P-A 005
2 P-A 007

# 333c3db7
Energy: Metal
1 A2 111
1 A2 146
2 A2 147
1 A2 148
1 A2b 069
1 A2b 071
2 A3 085
1 A3 086
2 A3 122
2 A3 144
1 A3 155
2 P-A 005
1 P-A 006
2 P-A 007

# 3d455fd5
Energy: Metal
1 A1 223
2 A1 225
1 A2 111
1 A2 148
1 A2 155
2 A3 085
1 A3 086
2 A3 122
2 A3 144
2 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007

# 3d6c7c03
Energy: Metal
2 A2 148
1 A2 150
1 A2 155
1 A2a 073
1 A2b 070
2 A3 085
2 A3 086
2 A3 122
1 A3 144
2 A3 155
2 P-A 001
1 P-A 005
2 P-A 007

# 3e39cf98
Energy: Metal
1 A1 225
1 A2 150
