# 079c5524
Energy: Metal
1 A1a 068
2 A2 119
1 A2 146
1 A2 148
1 A2 150
1 A2 155
1 A2a 071
1 A2b 070
1 A3 149
1 A3 151
1 A3a 064
1 A3a 069
2 P-A 005
1 P-A 006
2 P-A 007
1 P-A 065
1 P-A 079

# 0ae06bdf
Energy: Metal
1 A1 223
1 A1 225
1 A1a 068
2 A2 119
2 A2 147
1 A2 150
1 A2 155
1 A2a 069
1 A2a 071
1 A3 149
1 A3 151
1 A3a 064
2 P-A 005
2 P-A 007
1 P-A 065
1 P-A 079

# 1e57e011
Energy: Metal
2 A1 225
1 A1a 068
2 A2 119
1 A2 147
1 A2 150
1 A2a 071
2 A2b 070
1 A2b 071
1 A3 149
1 A3 151
1 A3a 064
2 P-A 005
1 P-A 006
2 P-A 007
1 P-A 065

# 6188eefd
Energy: Metal
1 A1 225
2 A1a 068
2 A2 119
2 A2 147
2 A2 148
1 A2 150
1 A2 154
2 A2b 070
1 A2b 072
1 A3 151
1 P-A 005
2 P-A 007
1 P-A 063
1 P-A 065

# 6c5d5d93
Energy: Metal
1 A1a 068
2 A2 119
1 A2 146
1 A2 148
1 A2 155
1 A2a 071
1 A2b 070
1 A2b 071
1 A3 149
1 A3 151
1 A3a 064
1 A3a 069
2 P-A 005
1 P-A 006
2 P-A 007
1 P-A 065
1 P-A 079

# 819ad739
Energy: Metal
1 A1a 068
2 A2 119
1 A2 146
1 A2 148
1 A2 150
1 A2 155
1 A2a 071
1 A3 149
1 A3 151
1 A3a 064
1 A3a 069
1 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007
1 P-A 065
1 P-A 079

# 8b5bee42
Energy: Metal
1 A1 225
2 A1a 068
1 A2 111
2 A2 119
1 A2 147
2 A2 148
1 A2 150
1 A2b 069
2 A2b 070
1 A3 151
1 P-A 002
2 P-A 005
2 P-A 007
1 P-A 065

# 8e0d9b10
Energy: Metal
1 A1 225
2 A1a 068
2 A2 119
2 A2 147
2 A2 148
1 A2 150
1 A2 155
1 A2a 063
1 A2a 071
2 A3 149
2 P-A 005
2 P-A 007
1 P-A 065

# 948a5484
Energy: Metal
1 A1 225
2 A1a 068
1 A2 111
2 A2 119
1 A2 147
2 A2 148
1 A2 150
2 A2 154
2 A2b 070
1 P-A 002
2 P-A 005
2 P-A 007
1 P-A 065

# 960c6b19
Energy: Metal
1 A1 225
2 A1a 068
2 A2 119
1 A2 147
2 A2 148
1 A2 150
1 A2 155
1 A2a 063
1 A2a 071
2 A3 149
2 P-A 005
1 P-A 006
2 P-A 007
1 P-A 065

# a29af350
Energy: Metal
1 A1 225
1 A1a 068
2 A2 119
1 A2 147
1 A2 150
1 A2 154
1 A2 155
1 A2a 071
1 A2b 071
2 A3 149
1 A3a 069
1 P-A 001
2 P-A 005
2 P-A 007
1 P-A 065
1 P-A 079

# aa12acae
Energy: Metal
1 A1 225
2 A1a 068
2 A2 119
2 A2 148
1 A2 150
1 A2a 071
1 A2a 073
1 A2b 070
1 A2b 072
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007
1 P-A 063
1 P-A 065
