# 277b7309
Energy: Fighting
1 A2 147
1 A2 150
2 A2b 066
2 A4 101
2 A4 156
1 B1 223
1 B1 225
1 B1 226
2 B1a 042
1 B2 093
1 B2 153
1 P-A 005
1 P-A 006
2 P-A 007
1 P-B 022

# 303bac98
Energy: Fighting
1 A1a 047
2 A2 150
2 A4 101
2 A4 156
2 B1a 042
2 B1a 062
2 B2 145
1 B2 147
2 B2 150
2 P-A 005
2 P-A 007

# 4802a703
Energy: Fighting
1 A1 225
1 A1a 047
1 A2 150
1 A2b 070
2 A4 101
2 A4 156
1 B1 223
1 B1 225
2 B1a 042
2 B1a 062
1 B2 153
2 P-A 005
1 P-A 006
2 P-A 007

# 541f503e
Energy: Fighting
1 A2 147
1 A2 150
2 A2b 066
2 A4 101
2 A4 156
1 B1 223
1 B1 225
1 B1 226
2 B1a 042
1 B2 093
1 B2 153
1 P-A 002
1 P-A 006
2 P-A 007
1 P-B 022

# 66e33fd8
Energy: Fighting
2 A2 148
1 A2 150
2 A2b 066
1 A3a 064
2 A4 101
1 A4 156
1 A4a 059
2 B1 225
2 B1 226
2 B1a 042
1 P-A 005
1 P-A 006
2 P-A 007

# 79cdedce
Energy: Fighting
1 A2 147
1 A2 148
1 A2 150
2 A2b 066
2 A4 101
2 A4 156
1 B1 223
1 B1 225
1 B1 226
2 B1a 042
1 B2 093
1 B2 153
1 P-A 005
1 P-A 006
2 P-A 007

# bf8fd43c
Energy: Fighting
2 A2 150
2 A4 101
2 A4 156
2 B1a 042
2 B1a 062
2 B2 145
1 B2 147
2 B2 150
1 B2a 061
2 P-A 005
2 P-A 007

# ccb2d576
Energy: Fighting
2 A2 089
2 A2 144
1 A2 150
1 A2 155
2 A2b 066
2 A3 144
2 A4 101
1 B1 225
2 B1 226
2 B1a 042
1 P-A 005
2 P-A 007

# cd0b8103
Energy: Fighting
1 A1 155
1 A1 225
2 A2 148
1 A2 150
2 A4 101
2 A4 156
2 B1 225
2 B1a 042
2 B1a 062
1 B1a 069
2 P-A 005
2 P-A 007

# ebf9d781
Energy: Fighting
1 A1 155
1 A1 223
1 A1a 047
1 A2 150
2 A2b 066
1 A2b 070
1 A3a 064
2 A4 101
1 A4 156
2 B1 225
1 B1 226
2 B1a 042
1 P-A 002
1 P-A 005
2 P-A 007

# f58c8a0f
Energy: Fighting
1 A1 225
2 A2 148
1 A2 150
2 A2b 066
2 A4 101
2 A4 156
1 B1 109
2 B1 225
1 B1 226
2 B1a 042
1 B1a 069
1 P-A 005
2 P-A 007
