# 0b6e86e1
Energy: Water
2 A1 074
2 A1 076
1 A1 225
2 A2 050
2 A2 147
1 A2 150
2 A2 154
2 A2a 071
2 A2a 072
2 P-A 005
2 P-A 007

# 146e9c15
Energy: Water
2 A1 074
2 A1 076
2 A1a 068
1 A2 050
1 A2 146
2 A2 147
1 A2 150
1 A2 154
2 A2a 071
2 A2a 072
2 P-A 005
2 P-A 007

# 230d7ebb
Energy: Water
2 A1 074
2 A1 076
1 A1 220
1 A1a 068
1 A2 049
2 A2 050
2 A2 147
1 A2 150
2 A2a 071
2 A2a 072
2 P-A 005
2 P-A 007

# 584cc155
Energy: Water
2 A1 074
2 A1 076
1 A1 220
1 A2 049
2 A2 050
2 A2 146
2 A2 147
2 A2a 071
2 A2a 072
2 P-A 005
2 P-A 007

# 6f0649dd
Energy: Water
2 A1 074
2 A1 076
2 A1 223
2 A2 050
2 A2 147
2 A2 154
2 A2a 071
2 A2a 072
2 P-A 005
2 P-A 007

# 71399c58
Energy: Water
2 A1 074
2 A1 076
1 A1a 068
1 A2 146
1 A2 147
1 A2 150
2 A2a 071
2 A2a 072
1 A4 151
2 A4a 023
1 A4a 045
2 P-A 005
2 P-A 007

# ab353f41
Energy: Water
2 A1 074
2 A1 076
1 A1 225
2 A2 050
2 A2 147
1 A2 148
1 A2 150
1 A2a 070
1 A2a 071
2 A2a 072
1 P-A 002
2 P-A 005
2 P-A 007

# d54a2e4d
Energy: Water
2 A1 074
2 A1 076
1 A1 225
2 A2 050
2 A2 146
2 A2 147
1 A2 150
2 A2a 071
2 A2a 072
2 P-A 005
2 P-A 007
