# 0b3ad95b
Energy: Fighting
2 A2 150
2 A2b 066
1 A2b 070
2 A4 156
2 B1 109
1 B1 223
1 B1 225
2 B1a 042
2 B1a 065
2 P-A 005
1 P-A 006
2 P-A 007

# 2ff0efd1
Energy: Fighting
1 A1 225
2 A2 148
1 A2 150
2 A2b 066
1 A4 101
1 A4 156
2 B1 109
1 B1 225
1 B1 226
2 B1a 042
2 P-A 005
2 P-A 006
2 P-A 007

# 4e22bb63
Energy: Fighting
1 A1 154
1 A1 225
2 A2 148
1 A2 150
2 A2b 066
1 A4 102
2 B1 109
1 B1 225
1 B1 226
2 B1a 042
1 B1a 065
1 P-A 002
2 P-A 005
2 P-A 007

# 789cc098
Energy: Fighting
1 A1 225
2 A2 148
1 A2 150
1 A2b 066
1 A4 102
1 A4 156
1 A4 158
2 B1 109
1 B1 225
1 B1 226
2 B1a 042
1 B1a 062
1 P-A 002
1 P-A 005
1 P-A 006
2 P-A 007

# 972b0896
Energy: Fighting
1 A1 154
1 A1a 047
2 A2 148
2 A2 150
1 A2 155
1 A4 156
2 B1 109
1 B1 223
1 B1 225
2 B1a 042
2 B1a 062
2 P-A 005
2 P-A 007

# c7c0bdf1
Energy: Fighting
1 A1 155
2 A2 148
1 A2 150
2 A2b 066
1 A2b 070
1 A3a 064
2 B1 109
1 B1 225
2 B1 226
2 B1a 042
1 P-A 005
2 P-A 006
2 P-A 007

# c8ac2d43
Energy: Fighting
1 A1 154
1 A1 155
1 A2 148
1 A2 150
2 A2b 066
1 A2b 070
1 A3a 064
1 A4 156
2 B1 109
1 B1 223
1 B1 225
1 B1 226
2 B1a 042
1 P-A 005
1 P-A 006
2 P-A 007

# dd62006b
Energy: Fighting
1 A1 154
1 A1 155
2 A2 148
1 A2 150
2 A2b 066
1 A2b 070
1 A3a 064
2 B1 109
1 B1 225
2 B1 226
2 B1a 042
1 P-A 005
1 P-A 006
2 P-A 007

# e36ac54b
Energy: Fighting
1 A2 150
1 A2b 070
1 A3 151
2 A4 156
2 B1 109
1 B1 223
1 B1 225
2 B1a 042
2 B1a 062
2 B1a 065
2 P-A 005
1 P-A 006
2 P-A 007

# ed90c12d
Energy: Fighting
1 A1a 047
2 A2 148
1 A2 150
1 A2b 070
1 A4 156
2 B1 109
1 B1 223
2 B1 225
2 B1a 042
2 B1a 062
1 B2 153
2 P-A 005
2 P-A 007
