# 60db0e7b
Energy: Lightning
2 A1 105
2 A1 106
2 A1a 030
2 A2 056
2 A2 057
1 A2 150
2 A2 153
1 A2 154
2 P-A 002
2 P-A 005
2 P-A 007

# 7d1ca63e
Energy: Lightning
2 A1 105
2 A1 106
2 A2 056
2 A2 057
1 A2 146
2 A2 147
2 A2 150
2 A2 153
1 P-A 002
2 P-A 005
2 P-A 007

# 95d454ef
Energy: Lightning
2 A1 105
2 A1 106
2 A2 056
2 A2 057
1 A2 146
2 A2 147
1 A2 148
1 A2 150
2 A2 153
1 P-A 001
2 P-A 005
2 P-A 007

# f01b0d4a
Energy: Lightning
2 A1 105
2 A1 106
1 A1 225
2 A1a 027
2 A2 057
1 A2 146
2 A2 153
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
