# 48f06c46
Energy: Water
1 A1 084
2 A1 097
2 A1 098
2 A1 220
1 A1a 068
1 A2 049
2 A2 050
2 A2 053
2 A2 146
1 A2 150
2 P-A 005
2 P-A 007

# 58ab3465
Energy: Water
1 A1 084
2 A1 098
1 A1 220
1 A1a 068
1 A2 049
2 A2 050
2 A2 051
2 A2 053
1 A2 146
1 A2 147
1 A2 150
1 A2 154
2 P-A 005
2 P-A 007

# 70b3c1ec
Energy: Water
1 A1 084
2 A1 098
1 A1 220
2 A1a 056
1 A1a 060
2 A1a 068
1 A2 049
2 A2 051
2 A2 053
1 A2 146
1 A2 150
2 P-A 005
2 P-A 007

# 7f77dbea
Energy: Water
1 A1 084
2 A1 098
2 A1 220
1 A1 225
2 A1a 068
1 A2 049
2 A2 051
2 A2 053
2 A2 146
1 A2 150
2 P-A 005
2 P-A 007

# dc7ffa12
Energy: Water
1 A1 084
2 A1 098
2 A1 220
2 A1 225
2 A1a 068
1 A2 049
2 A2 051
2 A2 053
2 A2 148
2 P-A 005
2 P-A 007
