# 04021dd5
Energy: Psychic
1 A2 150
2 A2a 031
2 A2a 033
2 A3 144
1 A4a 059
1 B1 102
1 B1 196
1 B1 225
1 B1 226
2 B2b 040
1 B3 155
1 P-A 002
2 P-A 005
2 P-A 007

# 090224f0
Energy: Psychic
1 A1 121
1 A1 223
1 A2 150
1 A2 155
2 A2a 031
2 A2a 033
2 A3 144
2 A4 077
2 B1 102
2 B1 196
2 B1 226
2 P-A 007

# 294a8e7f
Energy: Psychic
1 A1 121
1 A1 122
1 A2 147
1 A2 150
1 A2 155
2 A2a 031
1 A2a 033
1 A3 144
2 B1 102
2 B1 109
2 B1 196
1 B1 225
2 B1 226
2 P-A 007

# 488480b6
Energy: Psychic
1 A1 121
1 A2 147
1 A2 150
2 A2a 031
2 A2a 033
2 A3 144
2 B1 102
2 B1 109
2 B1 196
1 B1 223
2 P-A 005
2 P-A 007

# 48a82069
Energy: Psychic
2 A1 120
1 A1 225
1 A2 150
2 A2a 033
1 A2b 070
2 A3 144
1 A3 151
2 B1 102
2 B1 196
1 B1 223
1 B1 225
1 B2 155
1 P-A 005
2 P-A 007

# 58a3039a
Energy: Psychic
1 A1 225
1 A2 147
1 A2 150
1 A2a 031
1 A2a 033
1 A3 144
1 A4a 059
1 B1 102
1 B1 196
1 B1 225
1 B1 226
2 B2b 040
1 B3a 071
2 P-A 002
2 P-A 005
2 P-A 007

# beed8353
Energy: Psychic
1 A2 147
1 A2 150
1 A2a 031
1 A2a 033
2 A3 144
2 A4a 059
1 B1 102
1 B1 196
1 B1 225
1 B1 226
2 B2b 040
1 B3a 071
1 P-A 002
2 P-A 005
2 P-A 007

# f4a80902
Energy: Psychic
1 A2 147
1 A2 150
1 A2a 031
1 A2a 033
2 A3 144
1 A4a 059
1 B1 102
1 B1 196
1 B1 225
1 B1 226
2 B2b 040
1 B3a 071
2 P-A 002
2 P-A 005
2 P-A 007
