# 09b52ea6
Energy: Psychic
1 A2 068
1 A2 150
1 A3 080
1 A3 144
1 B1 223
2 B1 225
1 B2 063
1 B2 064
1 B2 065
1 B2 066
2 B2 070
1 B2 147
1 B2 149
2 B2 155
1 B3b 032
2 P-A 007

# 0c31e48f
Energy: Psychic
1 A3 080
2 A3 144
2 B1 225
2 B2 063
1 B2 065
1 B2 066
2 B2 070
2 B2 145
2 B2 155
2 B3 064
1 B3b 032
2 P-A 007

# 112f67d5
Energy: Psychic
1 A2 150
2 A3 144
1 B1 225
2 B2 063
1 B2 064
1 B2 065
1 B2 066
2 B2 070
1 B2 145
2 B2 149
1 B2 155
1 B3b 032
2 P-A 005
2 P-A 007

# 159a5335
Energy: Psychic
1 A2 150
1 A3 144
1 B1 223
1 B1 225
2 B2 063
1 B2 064
1 B2 065
1 B2 066
2 B2 070
1 B2 147
1 B2 149
2 B2 155
1 B3b 032
2 P-A 005
2 P-A 007

# 178225ca
Energy: Psychic
1 A1 129
2 A2 068
1 A2 150
1 A2b 035
2 A3 144
1 A3 155
1 B1 225
1 B2 064
1 B2 065
2 B2 066
2 B2 149
1 B2 155
2 P-A 005
2 P-A 007

# 1b8a9fb9
Energy: Psychic
1 A1 129
1 A1 225
1 A2 150
2 A3 144
1 B1 225
2 B2 063
1 B2 064
1 B2 065
1 B2 066
2 B2 070
2 B2 149
1 B2 155
2 P-A 005
2 P-A 007

# 2a74160d
Energy: Psychic
1 A1 225
1 A2 150
1 A3 080
1 A3 144
1 B1 223
1 B1 225
2 B2 063
1 B2 064
1 B2 065
1 B2 066
2 B2 070
1 B2 147
1 B2 149
2 B2 155
1 B3b 032
2 P-A 007

# 30c7eb1a
Energy: Psychic
1 A2 148
1 A2 150
1 A3 080
1 A3 144
1 B1 223
1 B1 225
2 B2 063
1 B2 064
1 B2 065
1 B2 066
2 B2 070
1 B2 149
2 B2 155
1 B3b 032
1 P-A 005
2 P-A 007

# 3402e51f
Energy: Psychic
1 A1 122
2 A2 068
1 A2 148
1 A2 150
1 A2a 031
2 A3 144
1 B1 121
1 B1 225
1 B2 064
1 B2 065
1 B2 066
1 B2 070
2 B2 149
1 B2 155
1 P-A 005
2 P-A 007

# 368faa74
Energy: Psychic
1 A1 225
1 A2 150
1 A3 080
1 A3 144
1 B1 223
1 B1 225
2 B2 063
1 B2 064
1 B2 065
1 B2 066
2 B2 070
1 B2 149
2 B2 155
1 B3b 032
1 P-A 005
2 P-A 007

# 3bd43ccb
