# 030abe63
Energy: Fighting
2 A2 091
2 A2 148
1 A2 150
1 A2b 070
2 A4 102
1 B1 225
1 B3 078
2 B3 081
1 B3 149
1 B3 154
2 P-A 002
2 P-A 005
2 P-A 007

# 072f3a4b
Energy: Fighting
2 A2 148
1 A2 150
1 A2b 070
1 A2b 071
2 A4 102
2 B1 225
2 B3 079
2 B3 081
1 B3 154
2 P-A 002
2 P-A 005
2 P-A 007

# 0810eaa9
Energy: Fighting
1 A1 225
2 A2 148
1 A2 150
2 A4 102
2 B1 225
2 B3 079
2 B3 081
1 B3 149
1 B3 154
2 P-A 002
2 P-A 005
2 P-A 007

# 0c19ef0a
Energy: Fighting
1 A1 225
2 A2 091
2 A2 148
1 A2 150
1 A2b 070
2 A4 102
1 B1 225
1 B2 147
2 B3 081
1 B3 149
1 B3 154
1 P-A 002
2 P-A 005
2 P-A 007

# 0ea13997
Energy: Fighting
1 A1 225
2 A2 091
1 A2 148
1 A2 150
1 A2b 070
1 A3 151
2 A4 102
1 B1 225
1 B2 147
2 B3 081
1 B3 149
1 B3 154
1 P-A 002
2 P-A 005
2 P-A 007

# 110dca14
Energy: Fighting
2 A2 091
1 A2 148
1 A2 150
1 A2a 036
1 A2b 070
2 A4 102
2 B1 225
2 B3 081
1 B3 149
1 B3 154
2 P-A 002
2 P-A 005
2 P-A 007

# 137ed36a
Energy: Fighting
2 A2 091
2 A2 148
1 A2 150
2 A4 102
2 B1 225
1 B2 147
2 B3 081
1 B3 149
1 B3 154
2 P-A 002
2 P-A 005
2 P-A 007

# 13b10543
Energy: Fighting
1 A2 091
2 A2 148
2 A2 150
2 A4 102
2 B1 225
1 B3 079
2 B3 081
1 B3 147
1 B3 149
1 B3 154
1 P-A 002
2 P-A 005
2 P-A 007

# 156315de
Energy: Fighting
1 A2 148
2 A2 150
1 A3 142
2 A4 102
1 B1 225
1 B2b 069
1 B3 078
2 B3 079
2 B3 081
1 B3 148
1 B3 149
1 B3 154
1 P-A 002
2 P-A 005
1 P-A 007

# 19877ba3
Energy: Fighting
1 A2 147
1 A2 148
2 A2 150
1 A2b 070
2 A4 102
2 B1 225
2 B3 079
2 B3 081
1 B3 149
1 B3 154
1 P-A 002
2 P-A 005
2 P-A 007

# 1b25cebb
Energy: Fighting
1 A1 225
1 A2 148
1 A2 150
2 A4 102
1 B1 225
1 B2 145
1 B2 147
2 B3 079
2 B3 081
1 B3 149
1 B3 154
2 P-A 002
2 P-A 005
2 P-A 007

# 1f95ea03
Energy: Fighting
1 A1 225
2 A2 091
1 A2 148
1 A2 150
1 A2a 069
1 A2b 070
2 A4 102
2 B1 225
2 B3 081
1 B3 149
1 B3 154
2 P-A 005
1 P-A 006
2 P-A 007

# 22bf278f
Energy: Fighting
2 A2 148
1 A2 150
2 A4 102
2 B1 225
1 B2 154
2 B3 079
2 B3 081
1 B3 147
1 B3 149
1 B3 154
1 P-A 002
2 P-A 005
2 P-A 007

# 23fbdadb
Energy: Fighting
1 A2 091
2 A2 148
1 A2 150
1 A2b 070
2 A4 102
2 B1 225
1 B3 079
2 B3 081
1 B3 149
1 B3 154
2 P-A 002
2 P-A 005
2 P-A 007

# 2513d07b
Energy: Fighting
2 A2 091
1 A2 148
1 A2 150
1 A2b 070
2 A4 102
2 B1 225
1 B2 147
2 B3 081
1 B3 149
1 B3 154
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 2866ddbe
Energy: Fighting
1 A1 225
2 A2 091
2 A2 148
1 A2 150
2 A4 102
2 B1 225
2 B3 081
1 B3 149
1 B3 154
2 P-A 002
2 P-A 005
2 P-A 007

# 291b56a7
Energy: Fighting
1 A2 147
2 A2 150
2 A4 102
1 B1 225
1 B1a 069
1 B2 145
1 B2 147
2 B3 079
2 B3 081
