# 07eadbb5
Energy: Lightning
1 A2 150
2 A2b 026
2 A3 144
2 A3 149
1 A4 066
1 B1 225
1 B2 127
1 B2 147
2 B2a 040
2 B2a 090
1 B2a 093
2 P-A 005
2 P-A 007

# 1f51e8a4
Energy: Lightning
1 A2 150
2 A2b 026
1 A3 066
2 A3 144
2 A3 149
2 A4 066
1 B1 225
1 B2 127
2 B2a 040
2 B2a 090
2 P-A 005
2 P-A 007

# 87f810d5
Energy: Lightning
1 A2 150
2 A2b 026
2 A3 144
2 A3 149
1 A4 066
1 B1 223
1 B1 225
1 B2 127
1 B2 147
2 B2a 040
2 B2a 090
2 P-A 005
2 P-A 007

# 8d9f7c94
Energy: Lightning
1 A2 150
1 A3 066
2 A3 144
1 A3 149
2 A4 066
2 B1 225
1 B2 127
1 B2 147
2 B2a 038
2 B2a 040
1 B2a 090
2 P-A 005
2 P-A 007

# b58681a2
Energy: Lightning
1 A2 150
1 A3 066
1 A3 144
1 A3 149
2 A4 066
2 B1 225
1 B2 127
1 B2 147
2 B2a 038
1 B2a 039
2 B2a 040
1 B2a 090
2 P-A 005
2 P-A 007
