# 1bd23ff1
Energy: Fighting
2 A1 143
2 A1 144
2 A1 158
2 A1 217
2 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 4ccec86b
Energy: Fighting
2 A1 143
2 A1 144
2 A1 158
2 A1 217
2 A1 223
2 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007
1 P-A 017

# 5c3c80b5
Energy: Fighting
2 A1 143
2 A1 144
2 A1 158
2 A1 217
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 5cb807c7
Energy: Fighting
1 A1 031
2 A1 143
2 A1 144
2 A1 158
2 A1 217
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 7105b650
Energy: Fighting
1 A1 031
2 A1 143
2 A1 144
2 A1 158
2 A1 217
2 A1 223
2 A1 225
2 P-A 001
2 P-A 002
1 P-A 005
2 P-A 007

# 7e19ed09
Energy: Fighting
2 A1 143
2 A1 144
2 A1 158
2 A1 217
2 A1 223
1 A1 225
1 A1a 041
1 A1a 068
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# bd323681
Energy: Fighting
2 A1 143
2 A1 144
2 A1 158
2 A1 160
2 A1 217
1 A1 223
2 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# c911a8bd
Energy: Fighting
2 A1 143
2 A1 144
2 A1 158
1 A1 196
2 A1 217
2 A1 223
2 A1 225
2 P-A 001
2 P-A 002
1 P-A 005
2 P-A 007

# d81754d2
Energy: Fighting
2 A1 143
2 A1 144
1 A1 156
2 A1 158
2 A1 217
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# fea9e600
Energy: Fighting
1 A1 031
2 A1 143
2 A1 144
2 A1 158
1 A1 217
2 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
