# 28fd5fda
Energy: Metal
1 A1 225
2 A2 148
1 A2 150
2 A3 144
1 A4 075
2 B1 109
2 B1 170
2 B1 172
1 B1 223
2 B1 225
2 P-A 005
2 P-A 007

# 31287338
Energy: Metal
1 A2 148
1 A2 150
1 A2b 070
2 A3 144
1 A4 075
2 B1 109
2 B1 170
1 B1 171
2 B1 172
2 B1 225
1 B1 226
2 P-A 005
1 P-A 006
1 P-A 007

# 5b0e692b
Energy: Metal
1 A1 225
1 A2 148
1 A2 150
1 A2b 070
1 A2b 071
2 A3 144
1 A4 075
2 B1 109
2 B1 170
2 B1 172
1 B1 225
1 B1 226
2 P-A 005
1 P-A 006
1 P-A 007

# 742aeb98
Energy: Metal
1 A2 148
2 A3 144
2 A3a 069
2 B1 109
2 B1 170
2 B1 172
2 B1 225
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 079

# 7d11023d
Energy: Metal
1 A2 150
2 A3 144
2 A3b 048
2 B1 109
2 B1 172
2 B1 225
2 B2 118
2 B2 148
1 B2 154
2 P-A 005
2 P-A 007

# 80169c45
Energy: Metal
1 A2 147
2 A3 144
2 A3a 069
1 A4 125
2 B1 109
2 B1 170
2 B1 172
2 B1 225
2 P-A 005
1 P-A 006
2 P-A 007
1 P-A 079

# 96cfa0a8
Energy: Metal
1 A1 223
1 A1 225
1 A2 147
2 A2 148
1 A2 150
1 A4 075
2 B1 109
2 B1 170
2 B1 172
1 B1 223
2 B1 225
2 P-A 005
2 P-A 007

# aef70db4
Energy: Metal
1 A1 225
1 A2 148
1 A2 150
1 A2b 070
2 A3 144
1 A4 075
2 B1 109
2 B1 170
2 B1 172
1 B1 225
1 B1 226
2 P-A 005
1 P-A 006
2 P-A 007

# b486b0e7
Energy: Metal
1 A1 179
1 A2 147
2 A3 144
2 A3a 069
2 B1 109
2 B1 170
2 B1 172
2 B1 225
1 B1 226
1 P-A 005
1 P-A 006
2 P-A 007
1 P-A 079

# bcc637ea
Energy: Metal
1 A2 111
1 A2 147
2 A2 148
1 A2 150
2 A3 144
2 B1 109
2 B1 170
1 B1 171
2 B1 172
1 B1 223
1 B1 225
2 P-A 005
2 P-A 007

# bd8cd809
Energy: Metal
1 A2 147
1 A2 150
2 A3 144
1 A3 151
1 A4 075
2 B1 109
2 B1 170
1 B1 171
2 B1 172
1 B1 225
1 B1 226
1 P-A 002
2 P-A 005
2 P-A 007

# bed629dd
Energy: Metal
2 A2 148
1 A2 150
2 A3 144
1 A4 075
2 B1 109
2 B1 170
2 B1 172
2 B1 225
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# c961ef04
Energy: Metal
1 A1 179
1 A2 155
2 A3 144
2 A3a 069
2 B1 109
2 B1 170
2 B1 172
2 B1 225
1 B1 226
2 P-A 005
2 P-A 007
1 P-A 079

# ecaf90d7
Energy: Metal
1 A1 178
2 A2 148
1 A2 150
2 A3 144
2 B1 109
2 B1 170
2 B1 172
2 B1 225
2 P-A 002
2 P-A 005
2 P-A 007

# f4b46f23
Energy: Metal
1 A1 225
1 A2 150
2 A3 144
1 A4 153
2 B1 109
2 B1 168
2 B1 170
2 B1 172
1 B1 223
1 B1 225
2 P-A 005
1 P-A 006
2 P-A 007
