# 15f28e3b
Energy: Grass
1 A1 223
1 A2 070
1 A2 072
1 A2 150
2 A3 144
1 A3 147
1 A3 155
1 A4 032
2 B1 225
2 B1a 001
1 B1a 002
2 B1a 004
1 P-A 002
1 P-A 005
2 P-A 007

# 18f21890
Energy: Grass
1 A2 070
1 A2 071
1 A2 072
1 A3 144
1 A3 147
2 A3 155
1 A4 032
2 B1 225
2 B1a 001
1 B1a 002
1 B1a 004
1 B1a 067
1 P-A 002
1 P-A 005
1 P-A 006
2 P-A 007

# 8624265c
Energy: Grass
1 A1 223
1 A2 070
1 A2 072
2 A3 144
1 A3 147
1 A3 155
1 A4 032
2 B1 225
2 B1a 001
1 B1a 002
1 B1a 004
1 B1a 067
1 P-A 002
1 P-A 005
1 P-A 006
2 P-A 007
