# 0c471d0e
Energy: Fire
2 A1 033
1 A2 147
1 A2b 070
1 A3 142
2 A4a 010
2 B1 217
1 B1 223
1 B2 023
1 B2 145
1 B2 154
2 B2b 008
1 B2b 009
2 P-A 005
2 P-A 007

# 0febe511
Energy: Fire
1 A1 033
1 A1 225
1 A2 148
1 A2 150
1 A2b 070
2 A4a 010
2 B1 217
1 B1 223
1 B1 225
1 B2b 007
2 B2b 008
2 B2b 009
2 P-A 005
2 P-A 007

# 112439dc
Energy: Fire
1 A1 033
1 A1 225
1 A2 150
1 A2b 008
1 A2b 070
1 A3 155
2 A4a 010
2 B1 217
1 B1 223
1 B1a 012
1 B2 145
1 B2b 008
2 B2b 009
2 P-A 005
2 P-A 007

# 19b90e53
Energy: Fire
1 A1 225
1 A2 147
1 A2 150
1 A2 155
1 A2b 070
2 A4a 010
2 B1 217
1 B1 223
1 B1a 013
2 B2b 007
2 B2b 008
1 B2b 009
2 P-A 005
2 P-A 007

# 1dae06d9
Energy: Fire
1 A1 225
1 A2 147
1 A2 150
2 A2b 008
1 A3 144
1 A3 155
2 A4a 010
2 B1 217
1 B1 223
2 B2b 008
2 B2b 009
2 P-A 005
2 P-A 007

# 2114358e
Energy: Fire
2 A1 033
1 A2 148
1 A2 150
1 A2b 070
2 A4a 010
2 B1 217
1 B1 225
2 B1a 012
1 B1a 013
1 B2 147
1 B2b 009
2 P-A 005
1 P-A 006
2 P-A 007

# 2f63d0dd
Energy: Fire
2 A1 033
1 A1 225
1 A2 147
1 A2 150
1 A3 155
2 A4a 010
2 B1 217
1 B1 225
1 B1a 013
2 B2b 008
2 B2b 009
2 P-A 005
2 P-A 007

# 313b2d37
Energy: Fire
2 A2 148
1 A2 150
2 A2b 008
1 A2b 070
2 A4a 010
2 B1 217
1 B1 223
1 B1 225
2 B2b 008
2 B2b 009
2 P-A 005
2 P-A 007

# 3231b53c
Energy: Fire
2 A1 033
1 A1 225
1 A2 148
1 A2b 070
1 A3 142
2 A4a 010
2 B1 217
1 B1 223
1 B1 225
1 B1a 013
2 B2b 008
1 B2b 009
2 P-A 005
2 P-A 007

# 331f989e
Energy: Fire
2 A1 033
2 A2 148
1 A2 150
1 A2b 070
2 A4a 010
2 B1 217
1 B1 225
2 B1a 012
2 B2b 009
2 P-A 005
1 P-A 006
2 P-A 007

# 422cdd71
Energy: Fire
1 A1 225
1 A2 148
1 A2 150
2 A2b 008
2 A4a 010
2 B1 217
1 B1 223
1 B1 225
2 B1a 012
1 B2 147
2 B2b 009
2 P-A 005
2 P-A 007

# 443127cf
Energy: Fire
1 A1 033
1 A1a 068
1 A2 150
1 A2b 070
1 A3 144
1 A4a 010
1 B1 217
1 B1 223
2 B2 145
1 B2a 016
1 B2a 017
1 B2a 018
1 B2a 087
1 B2b 008
1 B2b 009
1 P-A 005
1 P-A 006
2 P-A 007

# 4475a753
Energy: Fire
2 A1 033
1 A1 225
1 A2 148
1 A2 150
1 A2b 070
1 A3 142
2 A4a 010
2 B1 217
1 B1 223
2 B2b 008
2 B2b 009
2 P-A 005
2 P-A 007

# 46ae6385
Energy: Fire
2 A1 033
1 A2 147
1 A2b 070
1 A3 155
2 A4a 010
2 B1 217
2 B1 223
1 B1 225
1 B1a 012
1 B1a 013
1 B2b 008
1 B2b 009
2 P-A 005
2 P-A 007

# 49377672
Energy: Fire
1 A1 225
1 A2 150
2 A2b 008
1 A3 144
2 A4a 010
2 B1 217
1 B1 223
1 B2a 016
1 B2a 018
2 B2b 008
2 B2b 009
2 P-A 005
2 P-A 007

# 4ad9e7d4
Energy: Fire
1 A1 225
1 A2 148
1 A2 150
2 A2b 008
1 A2b 070
2 A4a 010
2 B1 217
1 B1 223
1 B1 225
2 B2b 008
2 B2b 009
2 P-A 005
2 P-A 007

# 4d1a3586
Energy: Fire
2 A1 033
2 A1 225
1 A2 150
1 A2 155
2 A4a 010
2 B1 217
1 B1 225
1 B2 147
2 B2b 008
2 B2b 009
2 P-A 005
2 P-A 007

# 504e15ed
Energy: Fire
2 A1 033
1 A1 225
2 A2 148
1 A2 150
1 A2b 070
2 A4a 010
2 B1 217
1 B1 223
1 B1a 013
2 B2b 008
1 B2b 009
2 P-A 005
2 P-A 007

# 52b1344a
Energy: Fire
1 A1 035
1 A1 225
2 A2 148
2 A2b 008
1 A2b 070
1 A3 142
2 A4a 010
2 B1 217
1 B1 223
2 B2b 008
1 B2b 009
2 P-A 005
2 P-A 007

# 5de5a8d9
Energy: Fire
2 A1 033
1 A1 225
1 A2 150
1 A2 155
1 A2b 070
2 A4a 010
2 B1 217
1 B1 223
1 B1 225
1 B1a 012
1 B2b 008
2 B2b 009
2 P-A 005
2 P-A 007

# 5e020173
Energy: Fire
2 A1 033
1 A1 225
1 A2 147
1 A2 150
1 A2 155
1 A3 155
2 A4a 010
2 B1 217
1 B1 223
1 B1a 013
2 B2b 008
1 B2b 009
2 P-A 005
2 P-A 007

# 6b5f8fe8
Energy: Fire
2 A1 033
1 A1 225
1 A2 148
1 A2 150
1 A2b 070
2 A4a 010
2 B1 217
1 B1 223
1 B1 225
1 B1a 013
2 B2b 008
1 B2b 009
2 P-A 005
2 P-A 007

# 6f40c69c
Energy: Fire
1 A1 225
1 A2 147
