# 076dc4eb
Energy: Lightning
2 A2 147
1 A2 150
1 A3 066
2 A3a 021
2 A4 151
2 B1 081
1 B1 121
2 B1 184
1 B1 223
1 B1 225
1 P-A 002
2 P-A 005
2 P-A 007

# 12887d01
Energy: Lightning
2 A2 147
2 A2 150
1 A2b 070
1 A2b 071
2 A3 066
1 A3 151
2 B1 081
1 B1 121
2 B1 184
2 B1 225
1 P-A 002
1 P-A 005
2 P-A 007

# 129e58b2
Energy: Lightning
2 A2 147
2 A2 150
1 A2 155
2 A3 066
2 A3b 066
2 B1 081
1 B1 121
2 B1 184
2 B1 225
2 P-A 005
2 P-A 007

# 31ca1d50
Energy: Lightning
1 A2 147
2 A2 150
2 A2b 070
1 A2b 071
2 A3 066
1 A3 151
2 B1 081
1 B1 121
2 B1 184
2 B1 225
1 P-A 002
1 P-A 005
2 P-A 007

# 75602054
Energy: Lightning
1 A2 147
2 A2 150
1 A2b 070
1 A2b 071
2 A3 066
1 A3 151
1 A4 101
2 B1 081
1 B1 121
2 B1 184
2 B1 225
1 P-A 002
1 P-A 005
2 P-A 007

# 8a710455
Energy: Lightning
1 A2 148
2 A2 150
1 A3 066
2 A3b 066
2 B1 081
1 B1 121
2 B1 184
1 B1 225
1 B2 017
2 B2 145
1 P-A 002
2 P-A 005
2 P-A 007

# 97c0ef01
Energy: Lightning
2 A2 147
2 A2 150
1 A2 155
1 A3 151
2 A3a 021
2 A4 151
2 B1 081
1 B1 121
2 B1 184
1 B1 225
2 P-A 005
2 P-A 007

# b27a44bb
Energy: Lightning
1 A2 148
2 A2 150
2 A3b 066
2 B1 081
2 B1 121
2 B1 184
2 B1 223
2 B1 225
1 P-A 002
2 P-A 005
2 P-A 007

# c55f568a
Energy: Lightning
2 A2 148
2 A2 150
1 A2b 070
1 A2b 071
2 A3 066
2 A3b 066
2 B1 081
1 B1 121
2 B1 184
1 B1 226
2 P-A 005
2 P-A 007

# c8914c32
Energy: Lightning
1 A1 225
1 A2 147
1 A2 148
2 A2 150
1 A3 066
2 A4 070
2 B1 081
1 B1 121
2 B1 184
1 B1 225
1 B1 226
2 P-A 005
1 P-A 006
2 P-A 007
