# 5272f033
Energy: Water
2 A1 079
2 A1 083
2 A1 220
1 A1 223
1 A1a 068
2 A2 050
2 A2 147
1 A2 154
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 68a0a2ac
Energy: Water
2 A1 079
2 A1 083
2 A1 220
1 A1 225
1 A2 147
1 A2 150
2 A2a 023
1 A3 151
1 A4 156
2 A4a 023
1 A4a 067
2 P-A 005
2 P-A 007

# 744b47c5
Energy: Water
2 A1 079
2 A1 083
2 A1 220
1 A1 225
1 A2 022
2 A2 048
1 A2 147
1 A2 148
1 A2 150
1 A2a 069
2 P-A 001
2 P-A 005
2 P-A 007

# 80b7dc73
Energy: Water
2 A1 079
2 A1 083
2 A1 091
2 A1 220
2 A1 225
2 A2 050
2 A2 150
2 A2a 024
2 P-A 005
2 P-A 007

# 80bed781
Energy: Water
2 A1 079
2 A1 083
2 A1 220
2 A1 223
2 A1 225
2 A1a 068
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
