# 00c43512
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 127
1 A1 225
1 A1a 033
2 A1a 065
2 A1a 068
2 A2 148
1 A2 150
2 P-A 005
2 P-A 007

# 02b037b4
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 127
1 A1 196
2 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 100126ea
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 127
1 A1 223
1 A1 225
1 A1a 033
2 A1a 065
1 A1a 068
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 11ce977d
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 128
1 A1 203
2 A1 223
2 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 14b94fef
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 127
1 A1 196
1 A1 198
2 A1 223
1 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 19b79834
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 202
2 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 1db8e339
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 202
1 A1 203
2 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 1f13d4a2
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 203
1 A1 204
2 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 2f0fd01a
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 196
1 A1 205
2 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 3b35ea27
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 127
1 A1 128
1 A1 223
1 A1 225
1 A1a 033
1 A1a 056
2 A1a 065
2 A1a 068
2 P-A 005
2 P-A 007

# 5187eb4c
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 203
1 A1 223
1 A1 225
1 A1a 033
2 A1a 065
2 A1a 068
2 P-A 002
2 P-A 005
2 P-A 007

# 523ef6c7
Energy: Psychic
2 A1 115
1 A1 117
1 A1 225
1 A1a 033
1 A2 146
1 A2 147
1 A2 148
1 A2b 031
1 A2b 070
1 A3 077
1 A3 084
2 A3 144
1 A3 151
1 A3 155
2 P-A 005
2 P-A 007

# 529e5237
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 203
1 A1 218
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 575594f9
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 203
1 A1 223
2 A1 225
1 A1a 033
1 A1a 056
1 A1a 065
1 A1a 068
2 P-A 001
1 P-A 002
1 P-A 005
2 P-A 007

# 59e7bc13
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 196
1 A1 223
2 A1 225
1 A1a 033
2 A1a 065
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 5d7dd597
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 203
2 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 5da55beb
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 198
2 A1 223
2 A1 225
1 A1a 033
1 A1a 061
1 A1a 065
2 P-A 001
2 P-A 005
2 P-A 007

# 63f6e236
Energy: Psychic
2 A1 117
1 A1 223
1 A1 225
1 A2 078
1 A2 146
1 A2 147
1 A2 148
1 A2 150
2 A2b 029
2 A2b 030
1 A2b 069
1 A2b 070
1 P-A 001
2 P-A 005
2 P-A 007

# 71c0b60a
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 198
1 A1 203
2 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 791b727e
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 127
1 A1 196
2 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 8bb83a70
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 127
1 A1 128
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 8becdd2c
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 196
1 A1 203
2 A1 223
2 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 91db1f51
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 203
1 A1 211
2 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 9ca4e56e
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 223
2 A1 225
2 A1a 065
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 006
2 P-A 007

# a2b805e0
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 196
1 A1 203
2 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# afc3942f
Energy: Psychic
2 A1 117
2 A1 225
2 A2 146
1 A2 147
1 A2 148
2 A2b 029
2 A2b 030
2 A2b 070
2 P-A 001
2 P-A 005
2 P-A 007

# b0f5b92d
Energy: Fighting, Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 150
1 A1 223
2 A1 224
2 A1 225
2 A1a 065
2 A1a 068
2 P-A 005
2 P-A 007

# b7d4d057
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 128
1 A1 211
2 A1 223
2 A1 225
2 A1a 065
2 A1a 068
2 P-A 005
2 P-A 007

# c29b913b
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 198
2 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# cb214f3e
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 203
2 A1 225
1 A1a 033
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 006
2 P-A 007

# d161d10d
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 198
1 A1 203
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 006
2 P-A 007

# dd19ef73
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 128
1 A1 203
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# df92cf99
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 198
1 A1 203
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# e6c336cd
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 198
1 A1 203
2 A1 223
2 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# ec51847d
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 127
1 A1 128
1 A1 223
2 A1 225
1 A1a 033
2 A1a 065
2 A1a 068
2 P-A 005
2 P-A 007

# ed7f83de
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 127
1 A1 203
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 006
2 P-A 007

# fb246f44
Energy: Psychic
2 A1 115
2 A1 116
2 A1 117
1 A1 127
1 A1 203
2 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# fc512242
Energy: Psychic
1 A1 116
1 A1 117
1 A1 223
1 A2 078
1 A2 146
1 A2 147
1 A2 150
2 A2b 029
1 A2b 031
1 A3 077
1 A3 080
2 A3 144
1 A3 151
1 A3 155
2 P-A 005
2 P-A 007
