# 002d6ef1
Energy: Darkness
1 A1 225
1 A2 110
2 A2 148
1 A2 150
1 A2 155
2 A3a 060
2 A3a 061
1 A3a 067
1 A4 120
1 B1 151
1 B1 223
1 B1 225
1 P-A 002
2 P-A 005
2 P-A 007

# 6a5dc848
Energy: Darkness
1 A1 225
2 A2 148
1 A2 150
1 A2 155
1 A3 151
2 A3a 060
2 A3a 061
1 A3a 067
1 A4 120
1 B1 151
1 B1 223
1 B1 225
1 P-A 002
2 P-A 005
2 P-A 007

# baf3c3f3
Energy: Darkness
1 A1 225
2 A2 148
1 A2 150
1 A2 155
1 A3 151
2 A3a 060
2 A3a 061
2 A3a 067
1 A4 120
1 B1 151
1 B1 223
1 B1 225
2 P-A 005
2 P-A 007

# c6fab5e3
Energy: Darkness
1 A2 150
2 A3 146
1 A3a 042
2 A3a 060
2 A3a 061
2 A3a 067
1 A4 120
1 B1 151
2 B1 225
2 B2 145
2 P-A 005
2 P-A 007

# db817d96
Energy: Darkness
1 A1 225
1 A2 148
1 A2 150
1 A2 155
1 A3 151
2 A3a 060
2 A3a 061
1 A3a 067
1 A4 120
2 B1 109
1 B1 151
2 B1 225
1 P-A 002
1 P-A 005
2 P-A 007
