# 0ca6fdbf
Energy: Psychic
1 A1 123
2 A1a 068
1 A2 150
2 A2a 031
2 A2a 033
2 A3 144
2 A4a 059
1 B1 225
1 B1 226
2 B2b 040
2 P-A 005
2 P-A 007

# 13638152
Energy: Psychic
2 A1 120
1 A1 122
1 A1 123
1 A2 146
1 A2 150
1 A2 154
1 A2 155
1 A2a 033
1 A2b 035
1 A3 084
2 A3 144
1 A3 155
1 P-A 002
2 P-A 005
2 P-A 007
1 P-A 020

# 14e9ee46
Energy: Psychic
2 A1 120
1 A1 123
1 A1 225
1 A2 155
1 A2a 032
2 A2a 033
1 A2b 035
1 A2b 069
1 A3 077
1 A3 084
2 A3 144
2 A3 155
2 P-A 005
2 P-A 007

# 1e6ceb7f
Energy: Psychic
1 A1 120
1 A1 121
1 A1 123
1 A1 127
1 A1 129
1 A1 225
1 A1a 068
1 A2 146
2 A2 147
1 A2 148
1 A2 150
1 A2 154
1 A2a 031
1 A2a 032
1 A2a 033
2 P-A 005
2 P-A 007

# 1f85619f
Energy: Psychic
1 A1 121
1 A1 123
1 A1a 068
1 A2 147
1 A2 150
1 A2 155
2 A2a 031
2 A2a 033
2 A3 144
1 A3 151
2 A3 155
1 A3a 026
1 A3a 027
1 P-A 005
2 P-A 007

# 271d6813
Energy: Psychic
2 A1 120
1 A1 121
1 A1 123
1 A2 147
1 A2 148
2 A2 150
1 A2a 033
1 A3 077
1 A3 084
2 A3 144
2 A3 155
2 P-A 005
1 P-A 006
2 P-A 007

# 2e59f03f
Energy: Psychic
2 A1 123
1 A2 146
2 A2a 031
1 A2a 033
1 A2b 069
2 A2b 072
2 A3 144
2 A3 146
2 A3 155
1 P-A 005
2 P-A 006
2 P-A 007

# 2f2bf669
Energy: Psychic
2 A1 120
1 A1 121
1 A1 123
1 A1 225
2 A1a 065
1 A2 146
2 A2 147
1 A2 150
1 A2a 033
1 A3 084
2 A3 144
2 A3 155
1 P-A 005
2 P-A 007

# 35abae9f
Energy: Psychic
2 A1 120
1 A1 121
1 A1 123
2 A2 147
1 A2a 033
2 A2b 072
2 A3 074
2 A3 075
2 A3 144
1 A3 155
2 P-A 005
2 P-A 007

# 39f1050c
Energy: Psychic
1 A1 120
1 A1 121
1 A1 123
1 A1 225
1 A2 146
2 A2 147
1 A2a 031
1 A2a 033
1 A2b 071
1 A3 084
2 A3 144
2 A3 155
1 A4 158
2 P-A 005
2 P-A 007

# 3b50943c
Energy: Psychic
2 A1 120
1 A1 121
1 A1 123
1 A2 147
1 A2 150
2 A2a 033
1 A3 077
1 A3 084
2 A3 144
1 A3 146
1 A3 151
2 A3 155
2 P-A 005
2 P-A 007

# 3f009703
Energy: Psychic
2 A1 120
2 A1 121
1 A1 123
1 A1 223
1 A1 225
1 A1a 033
1 A1a 065
1 A2 066
1 A2 067
1 A2 146
1 A2 147
1 A2 150
1 A2a 033
1 P-A 002
2 P-A 005
2 P-A 007

# 5b70571c
Energy: Psychic
2 A1 120
2 A1 123
1 A1 225
2 A2 147
2 A2a 033
1 A2b 070
2 A3 084
2 A3 144
2 A3 155
2 P-A 005
2 P-A 007

# 5d80c195
Energy: Psychic
2 A1 120
2 A1 123
1 A1 225
1 A2 146
1 A2 150
1 A2 155
1 A2a 032
1 A2a 033
1 A3 084
2 A3 144
1 A3 151
2 A3 155
2 P-A 005
2 P-A 007

# 60bdc4fe
Energy: Psychic
2 A1 120
1 A1 121
1 A1 123
1 A1 225
1 A2 147
1 A2 150
1 A2 155
2 A2a 033
1 A3 077
1 A3 084
1 A3 144
1 A3 151
1 A3 155
2 P-A 005
1 P-A 006
2 P-A 007

# 65865bc9
Energy: Psychic
2 A1 120
1 A1 121
1 A1 123
1 A1 210
2 A1 225
1 A1a 063
1 A2a 033
2 A2b 070
1 A3 144
1 B1 225
1 P-A 001
2 P-A 002
1 P-A 005
2 P-A 007
1 P-A 022

# 6b56aeb5
Energy: Psychic
2 A1 120
2 A1 121
1 A1 122
2 A1 123
1 A1 225
2 A1a 033
2 A2 146
1 A2 150
1 A2a 033
2 A2b 070
2 P-A 005
2 P-A 007

# 771f4b0a
Energy: Psychic
2 A1 120
1 A1 121
1 A1 123
1 A2 146
1 A2 150
1 A2 154
1 A2 155
2 A2a 033
1 A2b 035
1 A3 084
2 A3 144
1 A3 155
1 P-A 002
2 P-A 005
2 P-A 007

# 78e82a47
Energy: Psychic
2 A1 120
1 A1 121
1 A1 122
1 A1 123
1 A2 146
1 A2 147
1 A2 150
1 A2 154
1 A2 155
1 A2a 033
1 A2b 035
1 A3 084
2 A3 144
1 A3 155
2 P-A 005
2 P-A 007

# 87c9aed5
Energy: Psychic
2 A1 120
1 A1 123
2 A1a 033
1 A1a 068
1 A2 070
1 A2 071
1 A2 072
1 A2 147
1 A2a 033
2 A3 144
2 A3 155
2 P-A 005
2 P-A 007
1 P-A 020

# 89ee6557
Energy: Psychic
2 A1 120
1 A1 121
1 A1 123
1 A1 225
1 A2 146
2 A2 147
1 A2 155
2 A2a 033
1 A2b 035
1 A2b 069
1 A2b 070
2 A3 144
2 P-A 005
2 P-A 007

# 8cd26eef
Energy: Psychic
2 A1 121
1 A1 123
1 A1 223
2 A1 225
2 A1a 033
1 A2 146
1 A2 147
1 A2 148
1 A2 150
1 A2 155
2 A2a 031
1 A2a 033
2 P-A 005
2 P-A 007

# 8d3fa78f
Energy: Psychic
2 A1 123
1 A1a 033
1 A2 147
1 A2 155
2 A2a 031
2 A2a 032
1 A2a 033
1 A3 151
2 A4 077
2 A4 158
2 P-A 005
1 P-A 006
2 P-A 007

# 8fb9a452
Energy: Psychic
2 A1 120
1 A1 122
1 A1 123
1 A2 146
1 A2 147
1 A2 150
1 A2a 033
2 A3 084
2 A3 144
1 A3 151
2 A3 155
2 P-A 005
1 P-A 006
2 P-A 007

# 90dca03e
Energy: Psychic
2 A1 120
1 A1 121
1 A1 123
1 A2 146
1 A2 147
1 A2 150
2 A2a 033
1 A3 077
1 A3 084
2 A3 144
2 A3 155
2 P-A 005
1 P-A 006
2 P-A 007

# 91b15f1b
Energy: Psychic
2 A1 120
1 A1 121
1 A1 123
1 A1 223
1 A1 225
1 A1a 068
1 A2 146
1 A2 147
1 A2 148
1 A2a 033
1 A2b 035
1 A2b 071
1 A3 144
1 A3 155
1 P-A 001
2 P-A 005
2 P-A 007

# 91f415e0
Energy: Psychic
2 A1 120
1 A1 121
1 A1 122
1 A1 123
1 A2 146
1 A2 147
1 A2 150
1 A2 154
1 A2a 033
1 A2b 035
2 A3 144
1 A3 151
1 A3 155
2 P-A 005
1 P-A 006
2 P-A 007

# 92b44ae6
Energy: Psychic
2 A1 120
1 A1 121
1 A1 122
1 A1 123
1 A1a 068
1 A2 147
1 A2 150
1 A2 155
1 A2a 033
1 A2a 073
1 A2b 069
1 A3 016
2 A3 144
1 A3 155
1 A3a 027
1 P-A 005
