# 115ad795
Energy: Fighting
2 A1a 046
2 A1a 063
1 A1a 068
2 A2 148
1 A2 150
1 A2 155
1 A2b 069
1 A3 151
2 A4 099
2 A4 100
1 A4 157
2 P-A 005
2 P-A 007

# 79bceda4
Energy: Fighting
2 A1a 046
2 A1a 063
2 A2 146
2 A2 147
2 A2 150
2 A2b 069
2 A4 099
2 A4 100
2 P-A 005
2 P-A 007

# 851d0c68
Energy: Fighting
2 A1 225
2 A1a 046
2 A1a 063
1 A2 148
1 A2 150
1 A4 099
2 A4 100
1 A4a 043
1 B1 219
1 B1 223
1 B1 225
1 P-A 002
2 P-A 005
2 P-A 007

# b7031391
Energy: Fighting
2 A1 225
2 A1a 046
2 A1a 063
2 A2 146
2 A2 150
2 A2b 069
2 A4 099
2 A4 100
2 P-A 005
2 P-A 007

# ba4bbc43
Energy: Fighting
1 A1 225
2 A1a 046
2 A1a 063
1 A2 148
1 A2 150
1 A2b 070
1 A3 142
2 A4 099
2 A4 100
2 B1 225
1 B2 150
1 B2 153
1 P-A 005
2 P-A 007
