# 0027a952
Energy: Fire
2 A1 047
1 A1 223
1 A1 225
2 A2 027
2 A2 028
2 A2 029
2 A2 147
1 A2 150
1 A2 154
2 P-A 002
2 P-A 005
2 P-A 007

# 050463b2
Energy: Fire
2 A1 047
1 A1 225
1 A1a 068
2 A2 027
2 A2 028
2 A2 029
1 A2 146
1 A2 150
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 05bc9aa3
Energy: Fire
2 A1 047
1 A2 022
2 A2 027
2 A2 028
2 A2 029
2 A2 146
1 A2 147
2 A2 148
2 A2 154
2 P-A 005
2 P-A 007

# 06416127
Energy: Fire
2 A1 047
1 A1 225
2 A2 027
2 A2 028
2 A2 029
2 A2 146
2 A2 148
2 A2 154
1 A2a 069
2 P-A 005
2 P-A 007

# 076559a2
Energy: Fire
2 A1 047
1 A1 223
2 A2 027
2 A2 028
2 A2 029
2 A2 146
1 A2 147
1 A2 150
2 A2 154
1 P-A 002
2 P-A 005
2 P-A 007

# 0abeadd0
Energy: Fire
2 A1 047
1 A1 225
2 A2 027
2 A2 028
2 A2 029
2 A2 146
1 A2 147
1 A2 148
1 A2 150
2 A2 154
2 P-A 005
2 P-A 007

# 0d78d1cb
Energy: Fire
2 A1 047
1 A1 225
2 A2 027
2 A2 028
2 A2 029
2 A2 146
1 A2 147
1 A2 150
2 A2 154
1 P-A 001
2 P-A 005
2 P-A 007

# 0d86f217
Energy: Fire
2 A1 047
1 A1 225
2 A2 027
2 A2 028
2 A2 029
2 A2 146
2 A2 148
1 A2 150
2 A2 154
2 P-A 005
2 P-A 007

# 0e0156e9
Energy: Fire
2 A1 047
2 A2 027
2 A2 028
2 A2 029
2 A2 146
2 A2 148
2 A2 154
2 A2a 069
2 P-A 005
2 P-A 007

# 0ec8a347
Energy: Fire
2 A1 047
1 A1 223
1 A1 225
1 A1a 068
2 A2 027
2 A2 028
2 A2 029
2 A2 146
1 A2 147
2 A2 154
2 P-A 005
2 P-A 007

# 0fb0d547
Energy: Fire
2 A1 047
1 A1 225
1 A1a 032
2 A2 027
2 A2 028
2 A2 029
2 A2 146
2 A2 147
2 A2 154
2 P-A 005
2 P-A 007

# 10102e17
Energy: Fire
2 A1 047
1 A1 223
1 A1 225
2 A2 027
2 A2 028
2 A2 029
1 A2 146
1 A2 147
1 A2 150
2 A2 154
1 P-A 002
2 P-A 005
2 P-A 007

# 10b19931
Energy: Fire
2 A1 047
2 A1a 068
2 A2 027
2 A2 028
2 A2 029
1 A2 146
1 A2 147
1 A2 148
1 A2 150
2 A2 154
2 P-A 005
2 P-A 007

# 114237fc
Energy: Fire
2 A1 047
2 A1 225
2 A2 027
2 A2 028
2 A2 029
2 A2 146
1 A2 147
1 A2 154
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 1187ef01
Energy: Fire
2 A1 047
1 A1 225
1 A2 022
2 A2 027
2 A2 028
2 A2 029
2 A2 146
2 A2 147
2 A2 154
2 P-A 005
2 P-A 007

# 12097b93
Energy: Fire
2 A1 047
1 A1 223
1 A1 225
2 A2 027
2 A2 028
2 A2 029
2 A2 146
1 A2 154
1 A2 155
1 A2b 069
1 A2b 071
2 P-A 005
2 P-A 007

# 1225910c
Energy: Fire
1 A1 047
1 A1 048
2 A2 027
2 A2 028
2 A2 029
1 A2 104
2 A2 146
1 A2 147
1 A2 150
1 A2 154
2 P-A 002
2 P-A 005
2 P-A 007

# 127b1e0b
Energy: Fire
2 A1 047
1 A1 223
2 A1a 068
2 A2 027
2 A2 028
2 A2 029
2 A2 146
1 A2 150
2 A2 154
2 P-A 005
2 P-A 007

# 15624cfd
Energy: Fire
2 A1 047
1 A1 225
1 A1a 068
2 A2 027
2 A2 028
2 A2 029
1 A2 104
1 A2 146
1 A2 147
1 A2 150
2 A2 154
2 P-A 005
2 P-A 007

# 15783d08
Energy: Fire
2 A1 047
2 A1 225
1 A1a 068
2 A2 027
2 A2 028
2 A2 029
1 A2 146
1 A2 147
1 A2 150
1 A2 154
1 P-A 002
2 P-A 005
2 P-A 007

# 1605eff6
Energy: Fire
2 A1 047
1 A1a 068
2 A2 027
2 A2 028
2 A2 029
2 A2 146
2 A2 147
1 A2 150
2 A2 154
2 P-A 005
2 P-A 007

# 16982eda
Energy: Fire
2 A1 047
1 A1 225
2 A2 027
2 A2 028
2 A2 029
1 A2 146
1 A2 147
2 A2 154
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 1878186f
Energy: Fire
2 A1 047
2 A2 027
2 A2 028
2 A2 029
2 A2 146
1 A2 147
1 A2 148
2 A2 154
2 P-A 002
2 P-A 005
2 P-A 007

# 1b5871fc
Energy: Water
2 A1 047
1 A1 223
1 A1 225
2 A2 027
2 A2 028
2 A2 029
2 A2 146
1 A2 147
2 A2 154
1 P-A 002
2 P-A 005
2 P-A 007

# 1b838a85
Energy: Fire
1 A1 047
1 A1 225
1 A1a 068
1 A2 023
2 A2 027
2 A2 028
2 A2 029
1 A2 146
2 A2 147
1 A2 150
2 A2 154
2 P-A 005
2 P-A 007

# 1d11a4f1
Energy: Fire
1 A1 047
1 A1 223
1 A1 225
2 A2 027
2 A2 028
2 A2 029
1 A2 078
1 A2 146
1 A2 147
1 A2 148
2 A2 154
1 P-A 002
2 P-A 005
2 P-A 007

# 1e45a88a
Energy: Fire
2 A1 047
2 A1a 068
2 A2 027
2 A2 028
