# 1c74e0b1
Energy: Lightning
1 A1 105
1 A1 106
2 A1 225
2 A1a 027
1 A2 058
1 A2 059
1 A2 060
2 A2 147
1 A2 150
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 5280dcfe
Energy: Lightning
2 A1 225
2 A1a 027
2 A2 058
2 A2 059
2 A2 060
1 A2 146
2 A2 153
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 724c9331
Energy: Lightning
2 A1 225
2 A1a 027
1 A2 022
2 A2 058
2 A2 059
2 A2 060
1 A2 147
1 A2 150
2 A2 153
1 P-A 001
2 P-A 005
2 P-A 007

# 8ced72bd
Energy: Lightning
2 A1 225
2 A1a 027
2 A2 058
2 A2 059
2 A2 060
2 A2 147
2 A2 153
2 P-A 001
2 P-A 005
2 P-A 007

# a3b77457
Energy: Lightning
2 A1 225
2 A1a 027
2 A2 058
2 A2 059
2 A2 060
1 A2 146
2 A2 147
2 A2 153
1 P-A 002
2 P-A 005
2 P-A 007

# b41ed882
Energy: Lightning
2 A1 225
2 A1a 027
1 A2 022
2 A2 058
2 A2 059
2 A2 060
1 A2 146
1 A2 147
2 A2 153
2 P-A 001
1 P-A 005
2 P-A 007

# cf796edf
Energy: Lightning
2 A1 225
2 A1a 027
2 A2 058
2 A2 059
2 A2 060
1 A2 146
1 A2 147
2 A2 150
2 A2 153
2 P-A 005
2 P-A 007

# d70feb73
Energy: Lightning
2 A1a 027
2 A2 058
2 A2 059
2 A2 060
1 A2 146
2 A2 147
2 A2 153
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# d74e7527
Energy: Lightning
2 A1 225
2 A1a 027
1 A2 022
2 A2 058
2 A2 059
2 A2 060
2 A2 146
2 A2 153
2 P-A 005
1 P-A 006
2 P-A 007
