# 314b05c9
Energy: Fighting
1 A2 092
1 A2 150
1 A2b 070
1 B1 225
1 B2 150
2 B3 079
1 B3 081
1 B3 149
1 B3 154
2 B3b 039
2 B3b 040
2 B3b 065
2 P-A 005
2 P-A 007

# 35ecb27c
Energy: Fighting
1 A2 150
1 A2b 070
1 B1 225
1 B2 150
2 B3 079
2 B3 081
1 B3 149
1 B3 154
2 B3b 039
2 B3b 040
2 B3b 065
2 P-A 005
2 P-A 007

# 42630b55
Energy: Fighting
1 A2 092
1 A2 150
1 A2b 042
1 B1 225
1 B1a 069
1 B2 147
1 B2 150
1 B3 079
1 B3 081
1 B3 149
1 B3 154
2 B3b 039
2 B3b 040
1 B3b 065
2 P-A 005
2 P-A 007

# cbed2d69
Energy: Fighting
1 A2 092
1 A2 150
1 B1 225
1 B1a 069
1 B2 147
1 B2 150
2 B3 079
1 B3 081
1 B3 149
1 B3 154
2 B3b 039
2 B3b 040
1 B3b 065
2 P-A 005
2 P-A 007

# e038dad9
Energy: Fighting
1 A2 091
1 A2 150
1 A2b 070
1 B1 225
1 B2 150
1 B3 079
2 B3 081
1 B3 149
1 B3 154
2 B3b 039
2 B3b 040
2 B3b 065
2 P-A 005
2 P-A 007
