# 3048fc4f
Energy: Grass
2 A2 150
2 A3 010
1 A3 012
1 A3 144
1 A3 147
1 A3a 004
1 A3a 005
2 B1 225
2 B1a 005
2 B1a 006
1 B1a 067
2 P-A 005
2 P-A 007

# 33ee7773
Energy: Grass
1 A1 225
2 A3 010
1 A3 012
1 A3 144
1 A3 147
1 A3a 004
1 A3a 005
1 B1 223
1 B1 225
2 B1a 005
2 B1a 006
2 B1a 067
2 P-A 005
2 P-A 007

# 623e633d
Energy: Grass
1 A1 225
2 A3 010
1 A3 012
1 A3 144
1 A3a 004
1 A3a 005
1 A3a 064
2 B1 225
2 B1a 005
2 B1a 006
2 B1a 067
2 P-A 005
2 P-A 007

# 722ad835
Energy: Grass
1 A2 104
2 A2 150
2 A3 010
1 A3 012
1 A3 144
1 A3a 004
1 A3a 005
2 B1 225
2 B1a 005
2 B1a 006
1 B1a 067
1 B3 153
1 B3a 074
2 P-A 007

# b1e00adb
Energy: Grass
1 A2 104
2 A2 150
2 A3 010
1 A3 012
1 A3 144
1 A3a 004
1 A3a 005
2 B1 225
2 B1a 005
2 B1a 006
1 B1a 067
2 B3 153
2 P-A 007

# e76f6af9
Energy: Grass
1 A2 104
1 A2 150
2 A3 010
1 A3 012
1 A3 144
1 A3a 004
1 A3a 005
2 B1 225
2 B1a 005
2 B1a 006
2 B1a 067
2 P-A 005
2 P-A 007

# e7c255cb
Energy: Grass
1 A2 104
2 A2 150
2 A3 010
1 A3 012
1 A3 144
1 A3a 004
1 A3a 005
2 B1 225
2 B1a 005
2 B1a 006
1 B1a 067
1 B2a 093
1 B3 153
2 P-A 007
