# 19e19092
Energy: Fire
1 A2 148
1 A2 150
2 A4 032
1 B1 044
1 B1 121
1 B1 208
1 B1 217
1 B1 225
2 B2 145
1 B2 147
1 B2 153
2 B2a 019
2 B2a 020
1 P-A 005
2 P-A 007

# 1b85799e
Energy: Psychic
1 A1a 068
1 A2 148
1 A2 150
1 A2 155
2 A4 032
1 B1 121
2 B1 217
1 B1 225
1 B2 153
2 B2a 019
2 B2a 020
1 B2a 048
2 P-A 005
2 P-A 007

# 76831a02
Energy: Fire
1 A2 148
1 A2 150
2 A2b 070
2 A4 032
1 B1 044
1 B1 121
1 B1 217
2 B2 145
1 B2 147
2 B2a 019
2 B2a 020
2 P-A 005
2 P-A 007

# 8bdf325c
Energy: Fire
1 A2 148
1 A2 150
1 A2b 070
1 A2b 071
2 A4 032
1 B1 044
1 B1 121
1 B1 217
2 B2 145
1 B2 147
2 B2a 019
2 B2a 020
2 P-A 005
2 P-A 007

# e5c71a5b
Energy: Fire
1 A3 144
2 A4 032
1 B1 121
2 B1 217
2 B1 225
1 B2a 016
1 B2a 017
1 B2a 018
2 B2a 019
2 B2a 020
1 B2a 093
2 P-A 005
2 P-A 007
