# 003806df
Energy: Lightning
2 A1 096
2 A1 100
1 A1 104
1 A1 112
2 A1a 027
2 A1a 028
2 A1a 029
2 A1a 030
2 A2 054
2 A2 057
2 A2b 025

# 0273048e
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
2 A1 103
1 A1 104
1 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 03e5cad9
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
2 A1 104
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 051e1d6d
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
2 A1 104
1 A1 223
2 A1 225
2 A1a 027
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 064b1da8
Energy: Lightning
1 A1 095
2 A1 096
2 A1 099
2 A1 100
1 A1 103
2 A1 104
1 A1 223
1 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 06c4cfe1
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
2 A1 104
1 A1 225
1 A2 147
1 A2 150
1 A2 155
1 A2b 071
1 A2b 072
2 P-A 002
2 P-A 005
2 P-A 007

# 06d06045
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
2 A1 104
1 A1 210
1 A1 218
2 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 07ae8fdb
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
2 A1 102
1 A1 104
2 A1 206
1 A1 223
1 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 08064a54
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 104
2 A1 112
2 A1 223
2 A1 225
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 08e819a7
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 103
2 A1 104
1 A1 112
2 A1 223
2 A1 225
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 090084f7
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 103
1 A1 104
1 A1 105
1 A1 106
1 A1 223
1 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 09101743
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
2 A1 104
1 A1 105
1 A1 106
1 A1 223
2 A1 225
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 093466ba
Energy: Lightning
1 A1 094
1 A1 095
2 A1 096
2 A1 099
2 A1 100
1 A1 101
1 A1 217
2 A1 223
2 A1 225
2 P-A 001
2 P-A 005
2 P-A 007

# 0953be6b
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
2 A1 104
1 A1 105
1 A1 106
2 A1 223
2 A1 225
2 P-A 001
2 P-A 005
2 P-A 007

# 09f90d99
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 101
2 A1 104
2 A1 223
2 A1 225
1 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 0ae368d9
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
2 A1 104
1 A1 218
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 0ae8794f
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
2 A1 104
2 A1 112
1 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 0b300ea0
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 103
2 A1 104
1 A1 223
2 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 0d15a851
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
2 A1 104
1 A1 223
2 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 006
2 P-A 007

# 0d5cc09b
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 103
1 A1 104
1 A1 112
1 A1 223
2 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 0d69e708
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
2 A1 104
2 A1 112
2 A1a 025
2 A1a 027
2 A1a 028
2 A1a 029
2 A1a 030

# 0d742ff3
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
2 A1 104
2 A1 223
2 A1 225
2 A1a 027
2 P-A 002
2 P-A 005
2 P-A 007

# 0df599c7
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 103
2 A1 105
1 A1 106
2 A1 223
2 A1 225
2 P-A 002
2 P-A 005
2 P-A 007

# 0e16e2bc
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 104
1 A1 105
1 A1 106
2 A1 112
2 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 0ed8267f
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 104
1 A1 105
1 A1 106
2 A1 223
2 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 101d8887
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
2 A1 112
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 006
2 P-A 007

# 105d03ef
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
2 A1 104
1 A1 223
1 A1 225
1 A1a 028
1 A1a 029
2 A1a 068
2 P-A 001
2 P-A 005
2 P-A 007

# 10a69c1d
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 102
1 A1 104
1 A1 110
1 A1 111
1 A1 206
1 A1 223
1 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 10aec44b
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
2 A1 103
1 A1 223
2 A1 225
1 A1a 027
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 1180beb3
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 101
1 A1 104
1 A1 105
1 A1 106
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 124253ba
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 103
1 A1 104
2 A1 223
2 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 12cefc85
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
2 A1 104
1 A1 105
1 A1 106
1 A1 223
1 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 13829afe
Energy: Lightning
2 A1 096
2 A1 097
2 A1 098
2 A1 099
2 A1 100
1 A1 104
1 A1 223
1 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 13ae31e2
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 104
1 A1 105
1 A1 106
1 A1 223
1 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 006
2 P-A 007

# 1515b6d8
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
2 A1 104
2 A1 110
2 A1 111
1 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 152ab583
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
2 A1 102
1 A1 104
2 A1 206
1 A1 223
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 15f27d57
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 104
1 A1 105
1 A1 106
1 A1 112
2 A1 223
1 A1 225
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 17a8164e
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
2 A1 102
2 A1 104
2 A1 206
2 A1 225
1 A1a 068
1 P-A 001
2 P-A 006
2 P-A 007

# 191f24fe
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
2 A1 104
1 A1 112
1 A1 225
1 A2 150
1 A3a 065
1 B1 225
2 B2a 086
1 P-A 002
2 P-A 005
2 P-A 007

# 19c49db0
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 104
1 A1 105
1 A1 106
1 A1 112
1 A1 223
2 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 1ad9a4a4
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 104
2 A1 110
1 A1 111
1 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 1bf50e7f
Energy: Lightning
2 A1 096
1 A1 097
1 A1 098
2 A1 099
2 A1 100
2 A1 223
2 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 1c2b0149
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 103
1 A1 104
1 A1 112
2 A1 223
2 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 1c434085
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 103
2 A1 104
1 A1 112
1 A1 223
1 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 1e1b54fe
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 103
2 A1 104
2 A1 223
2 A1 225
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 1e9c8f01
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
2 A1 104
1 A1 225
2 A2 147
2 A2 150
1 A2 155
2 P-A 002
2 P-A 005
2 P-A 007

# 1ecdf8ce
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 103
1 A1 104
2 A1 218
1 A1 223
1 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 1f87037a
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 104
1 A1 105
1 A1 106
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 20d6a13e
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
2 A1 104
1 A1 105
1 A1 106
1 A1 223
2 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 211dda3a
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 104
1 A1 112
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 221b7a7e
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
2 A1 103
2 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 2271b2dc
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
2 A1 102
1 A1 104
1 A1 105
1 A1 106
2 A1 206
1 A1 225
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 2382e5de
Energy: Lightning
2 A1 096
1 A1 099
2 A1 100
2 A1 104
1 A1 223
2 A1 225
1 A1a 027
1 A1a 030
1 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 2618c7f0
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 104
2 A1 105
1 A1 106
1 A1 223
2 A1 225
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 2cdfa28a
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 104
1 A1 105
1 A1 106
1 A1 112
1 A1 223
2 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 2da72cc3
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
2 A1 104
2 A1 225
2 A1a 030
2 P-A 002
2 P-A 005
2 P-A 006
2 P-A 007

# 2f19babb
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 104
2 A1 223
2 A1 225
1 A1a 028
1 A1a 029
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 2f6e73d7
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
2 A1 104
1 A1 198
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 2f7db9cb
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
2 A1 225
2 A1a 028
2 A1a 029
2 A2 148
2 P-A 002
2 P-A 005
2 P-A 007

# 31c18446
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
2 A1 104
2 A1 225
1 A1a 030
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 31d81631
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
2 A1 104
2 A1 223
1 A1 225
1 A1a 030
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 332d78f7
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 102
1 A1 104
1 A1 105
1 A1 106
1 A1 110
1 A1 111
1 A1 206
1 A1 223
1 A1 225
1 P-A 002
2 P-A 005
2 P-A 007

# 33fe348a
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 104
2 A1 223
2 A1 225
2 A1a 028
2 A1a 029
1 P-A 002
2 P-A 005
2 P-A 007

# 34ce5a98
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 223
1 A2 061
1 A2 146
2 A2 147
1 A2 148
1 A2 150
1 A2 154
2 P-A 001
2 P-A 005
2 P-A 007

# 3531eb83
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 104
2 A1 107
2 A1 108
1 A1 223
2 A1 225
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 353dea8f
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 105
1 A1 106
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 387e0fde
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
2 A1 104
1 A1 112
2 A1 223
2 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 390e6517
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 101
1 A1 103
1 A1 104
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 3a0a7aed
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 103
1 A1 104
1 A1 223
2 A1 225
1 A1a 027
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 3a38c4a8
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 104
2 A1 112
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 3a86b958
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
2 A1 102
2 A1 104
1 A1 105
1 A1 106
2 A1 206
1 A1 223
1 A1 225
2 P-A 005
2 P-A 007

# 3a9907a8
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
2 A1 104
1 A1 225
1 A2 150
1 A4 151
2 B1 225
2 B2a 086
1 P-A 002
2 P-A 005
2 P-A 007

# 3b9b8c9b
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
2 A1 104
1 A1 105
1 A1 106
1 A1 223
2 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 3c16f955
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 103
1 A1 104
2 A1 112
1 A1 223
2 A1 225
1 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 3cfbfa80
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 103
2 A1 104
2 A1 223
2 A1 225
1 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 3da61c2b
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
2 A1 104
1 A1 112
2 A1 223
2 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 425303d8
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 104
1 A1 105
1 A1 106
1 A1 112
1 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 4264f825
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 104
1 A1 105
1 A1 106
2 A1 223
2 A1 225
2 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007

# 4354ec6b
Energy: Lightning
2 A1 096
2 A1 099
2 A1 100
1 A1 103
1 A1 112
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 43572a2f
