# 08192691
Energy: Water
2 A1 087
2 A1 088
2 A1 089
2 A1 220
1 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
2 P-A 014

# 0ee3b48b
Energy: Darkness, Water
2 A1 087
2 A1 088
2 A1 089
2 A1 176
2 A1 177
1 A1 219
1 A1 220
1 A1 222
1 P-A 001
2 P-A 005
2 P-A 007
2 P-A 014

# 0fee899b
Energy: Water
2 A1 087
2 A1 088
2 A1 089
2 A1 220
2 A1 223
2 A1 225
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007
2 P-A 014

# 15d2c983
Energy: Water
1 A1 084
2 A1 087
2 A1 088
2 A1 089
2 A1 220
2 A1 225
2 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 014

# 167787d7
Energy: Darkness, Water
2 A1 087
2 A1 088
2 A1 089
2 A1 176
2 A1 177
2 A1 220
1 A1 222
1 A1 225
2 P-A 005
2 P-A 007
2 P-A 014

# 1f61f320
Energy: Water
2 A1 087
2 A1 088
2 A1 089
2 A1 220
2 A1 223
2 A1 225
2 P-A 001
2 P-A 005
2 P-A 007
2 P-A 014

# 349f0f2a
Energy: Water
2 A1 087
2 A1 088
2 A1 089
2 A1 092
2 A1 093
2 A1 220
1 P-A 001
1 P-A 002
1 P-A 005
1 P-A 006
2 P-A 007
2 P-A 014

# 376f8dc0
Energy: Water
2 A1 087
2 A1 088
2 A1 089
2 A1 220
2 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 014

# 3f9545c7
Energy: Water
2 A1 087
2 A1 088
2 A1 089
2 A1 220
2 A1 225
2 P-A 002
2 P-A 005
2 P-A 006
2 P-A 007
2 P-A 014

# 4273ff8c
Energy: Water
1 A1 084
2 A1 087
2 A1 088
2 A1 089
2 A1 220
2 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
2 P-A 014

# 54731b2e
Energy: Water
1 A1 084
2 A1 087
2 A1 088
2 A1 089
2 A1 220
1 A1 223
1 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007
2 P-A 014

# 57bf8254
Energy: Water
2 A1 087
2 A1 088
2 A1 089
2 A1 220
1 A1 223
1 A1 225
2 A1a 068
2 P-A 001
2 P-A 005
2 P-A 007
2 P-A 014

# 5b03d160
Energy: Water
2 A1 087
2 A1 088
2 A1 089
2 A1 220
1 A1 223
2 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007
2 P-A 014

# 60d6ac38
Energy: Water
2 A1 087
2 A1 088
2 A1 089
2 A1 220
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
2 P-A 014

# 68a5055f
Energy: Water
2 A1 087
2 A1 088
2 A1 089
1 A1 198
1 A1 203
2 A1 220
2 A1 223
1 A1 225
1 P-A 002
2 P-A 005
2 P-A 007
2 P-A 014

# 7688844c
Energy: Water
2 A1 087
2 A1 088
2 A1 089
2 A1 092
2 A1 093
1 A1 220
1 A1 225
2 P-A 001
2 P-A 005
2 P-A 007
2 P-A 014

# 77f1892a
Energy: Water
2 A1 087
2 A1 088
2 A1 089
1 A1 196
2 A1 220
1 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 014

# 7aed234f
Energy: Water
2 A1 087
2 A1 088
2 A1 089
2 A1 091
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 014

# 84719c9e
Energy: Water
1 A1 074
1 A1 076
2 A1 087
2 A1 088
2 A1 089
2 A1 220
1 A1 223
1 A1 225
1 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 014

# 951403c9
Energy: Water
2 A1 087
2 A1 088
2 A1 089
2 A1 220
2 A1 223
1 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007
2 P-A 014

# a21affce
Energy: Water
1 A1 057
1 A1 058
1 A1 087
1 A1 088
1 A1 089
2 A1 220
1 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 014

# b33e37d3
Energy: Water
2 A1 062
2 A1 063
2 A1 087
2 A1 088
2 A1 089
1 A1 223
1 A1 225
2 P-A 002
2 P-A 005
2 P-A 007
2 P-A 014

# ba0c2eb4
Energy: Water
2 A1 087
2 A1 088
2 A1 089
1 A1 092
2 A1 093
1 A1 220
1 A1 225
1 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 014

# c1fd8456
Energy: Water
2 A1 087
2 A1 088
2 A1 089
2 A1 220
1 A1 223
1 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 014

# c5453826
Energy: Water
1 A1 084
2 A1 087
2 A1 088
2 A1 089
1 A1 220
2 A1 223
1 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
1 P-A 007
2 P-A 014

# d2b4a511
Energy: Water
2 A1 087
2 A1 088
2 A1 089
2 A1 196
2 A1 220
1 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007
2 P-A 014

# e5b0c7dd
Energy: Water
1 A1 084
2 A1 087
2 A1 088
2 A1 089
2 A1 220
1 A1 225
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 006
2 P-A 007
2 P-A 014

# e855394e
Energy: Water
1 A1 087
1 A1 088
2 A1 089
2 A3 144
1 B1 219
2 B1 225
1 B2 154
2 B2a 034
2 B2a 036
1 B2a 037
1 B2a 093
2 P-A 005
2 P-A 014

# ea2f1922
Energy: Water
1 A1 062
1 A1 063
2 A1 087
2 A1 088
2 A1 089
1 A1 220
1 A1 223
1 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
1 P-A 007
2 P-A 014

# ea685f9e
Energy: Water
2 A1 087
2 A1 088
2 A1 089
1 A1 216
2 A1 220
1 A1 223
1 A1 225
2 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 014

# ec8f9842
Energy: Water
2 A1 087
2 A1 088
2 A1 089
1 A1 110
1 A1 111
2 A1 220
1 A1 223
1 A1 225
2 P-A 002
2 P-A 005
2 P-A 007
2 P-A 014

# f463399e
Energy: Water
2 A1 087
2 A1 088
2 A1 089
1 A1 091
2 A1 220
2 A1 223
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007
2 P-A 014

# f5ba634f
Energy: Water
1 A1 084
2 A1 087
2 A1 088
2 A1 089
1 A1 220
1 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
2 P-A 014

# f84d75f8
Energy: Water
2 A1 087
2 A1 088
2 A1 089
2 A1 092
2 A1 093
1 A1 220
1 A1 225
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007
2 P-A 014
