# 0b1f0a70
Energy: Fire
2 A1 033
1 A1 087
1 A1 088
1 A1 089
1 A1 225
2 A2 146
1 A2 150
1 A2 155
1 A2b 009
2 A2b 010
1 A2b 069
2 A3 144
2 P-A 005
2 P-A 007

# 6fb4d79d
Energy: Fire
2 A1 087
2 A1 089
1 A1 225
1 A2 147
1 A2 150
1 A2 155
2 A2b 008
2 A2b 010
2 A3 144
2 A3 155
2 P-A 005
2 P-A 007

# 78361a09
Energy: Fire
2 A1 087
1 A1 088
2 A1 089
1 A2 147
1 A2 150
2 A2b 008
1 A2b 009
2 A2b 010
2 A3 144
2 A3 155
2 P-A 005
2 P-A 007

# 9cef8367
Energy: Fire
2 A1 087
1 A1 088
2 A1 089
1 A1 225
1 A2 155
2 A2b 008
1 A2b 009
2 A2b 010
1 A2b 069
2 A3 144
2 A3 155
1 P-A 005
2 P-A 007

# cb90aff6
Energy: Fire
2 A1 033
1 A1 087
1 A1 088
1 A1 089
1 A1 225
1 A2 147
1 A2 150
1 A2 155
1 A2b 009
2 A2b 010
1 A2b 069
2 A3 144
1 A3 155
2 P-A 005
2 P-A 007
