# 014b74a8
Energy: Metal
1 A1 223
1 A1 225
2 A2 111
1 A2 146
1 A2 147
2 A2 148
2 A2b 052
2 A2b 053
2 A2b 054
2 A2b 070
2 P-A 005
2 P-A 007

# 16de0999
Energy: Metal
1 A1 225
1 A1a 068
2 A2 111
2 A2 147
1 A2 148
1 A2 150
2 A2b 052
2 A2b 053
2 A2b 054
1 A2b 069
1 A2b 071
2 P-A 005
2 P-A 007

# 1ce7fa96
Energy: Metal
1 A1 225
2 A2 111
1 A2 146
2 A2 147
1 A2 148
1 A2 150
2 A2b 052
2 A2b 053
2 A2b 054
1 A2b 071
1 P-A 002
2 P-A 005
2 P-A 007

# 22dcc524
Energy: Metal
1 A1 225
2 A2 111
1 A2 146
1 A2 147
2 A2 148
1 A2a 075
2 A2b 052
2 A2b 053
2 A2b 054
1 A2b 071
1 A2b 072
2 P-A 005
2 P-A 007

# 24c6dc6c
Energy: Metal
1 A1 225
2 A2 111
1 A2 146
1 A2 147
1 A2 148
1 A2 150
1 A2a 075
2 A2b 052
2 A2b 053
2 A2b 054
1 A2b 071
1 A2b 072
2 P-A 005
2 P-A 007

# 38a5094f
Energy: Metal
1 A1 225
2 A2 111
2 A2 147
2 A2 148
2 A2b 052
2 A2b 053
2 A2b 054
1 A2b 069
2 P-A 002
2 P-A 005
2 P-A 007

# 420f4666
Energy: Metal
1 A1 223
2 A2 111
1 A2 146
1 A2 147
2 A2 148
1 A2 150
2 A2b 052
2 A2b 053
2 A2b 054
1 A2b 069
1 A2b 070
2 P-A 005
2 P-A 007

# 45560b91
Energy: Metal
1 A1 223
2 A2 111
1 A2 147
2 A2 148
2 A2 150
2 A2b 052
2 A2b 053
2 A2b 054
1 A2b 069
1 A2b 071
2 P-A 005
2 P-A 007

# 4eba5a32
Energy: Metal
1 A1 225
2 A2 111
1 A2 146
2 A2 147
2 A2 148
1 A2 150
1 A2a 075
2 A2b 052
2 A2b 053
2 A2b 054
2 P-A 005
2 P-A 007

# 4f0391f7
Energy: Metal
2 A1 225
2 A2 111
1 A2 147
2 A2 148
1 A2 150
2 A2b 052
2 A2b 053
2 A2b 054
1 A2b 069
1 P-A 002
2 P-A 005
2 P-A 007

# 4f61aae4
Energy: Metal
1 A1 225
2 A2 111
2 A2 147
1 A2 148
1 A2 150
2 A2b 052
1 A2b 053
2 A2b 054
2 A3 144
1 A3 146
1 A3 155
2 P-A 005
2 P-A 007

# 55c93cf7
Energy: Metal
2 A2 111
2 A2 146
2 A2 147
2 A2 148
2 A2b 052
2 A2b 053
2 A2b 054
1 A2b 069
1 A2b 071
2 P-A 005
2 P-A 007

# 63daaaef
Energy: Metal
2 A2 111
2 A2 147
2 A2 148
1 A2 150
2 A2b 052
1 A2b 053
2 A2b 054
1 A2b 071
2 A3 144
1 A3 146
2 P-A 005
2 P-A 007

# 676a8c29
Energy: Metal
1 A1 225
2 A2 111
2 A2 147
2 A2 148
1 A2 150
2 A2b 052
2 A2b 053
2 A2b 054
1 A2b 069
1 A2b 072
1 A2b 111
2 P-A 001
1 P-A 007

# 7bb640e1
Energy: Metal
1 A1 225
2 A2 111
2 A2 147
1 A2 148
1 A2 150
1 A2 155
2 A2b 052
2 A2b 053
2 A2b 054
2 A2b 069
2 P-A 005
2 P-A 007

# 7e387963
Energy: Metal
1 A1 223
2 A2 111
1 A2 141
2 A2 147
2 A2 148
1 A2 150
2 A2b 052
2 A2b 053
2 A2b 054
1 A2b 069
2 P-A 005
2 P-A 007

# 7f4c3335
Energy: Metal
1 A1 225
2 A2 111
2 A2 147
2 A2 148
1 A2 150
1 A2 155
2 A2b 052
2 A2b 053
2 A2b 054
1 A2b 071
2 P-A 005
2 P-A 007

# 80a06783
Energy: Metal
1 A1 225
2 A2 111
1 A2 146
1 A2 147
2 A2 148
1 A2 150
2 A2b 052
2 A2b 053
2 A2b 054
1 A2b 069
1 P-A 002
2 P-A 005
2 P-A 007

# 91ecd184
Energy: Metal
1 A1 225
2 A2 111
1 A2 146
2 A2 147
1 A2 148
2 A2b 052
2 A2b 053
2 A2b 054
2 A2b 070
1 A2b 071
1 A2b 072
1 P-A 005
2 P-A 007

# c1b91c4f
Energy: Metal
1 A1 225
2 A2 111
2 A2 148
1 A2 150
2 A2b 052
1 A2b 053
2 A2b 054
1 A2b 069
2 A3 144
2 A4 153
2 A4 156
2 P-A 007

# ca922977
Energy: Metal
1 A1 225
2 A2 111
1 A2 146
1 A2 147
2 A2 148
1 A2 150
2 A2b 052
2 A2b 053
2 A2b 054
1 A2b 072
1 P-A 002
2 P-A 005
2 P-A 007

# d807e559
Energy: Metal
2 A2 111
1 A2 146
2 A2 147
2 A2 148
1 A2 150
2 A2b 052
2 A2b 053
2 A2b 054
1 A2b 070
1 P-A 002
2 P-A 005
2 P-A 007

# dac1b5d2
Energy: Darkness, Fighting, Metal
1 A1 225
2 A2 111
1 A2 146
1 A2 147
2 A2 148
1 A2 150
2 A2b 052
2 A2b 053
2 A2b 054
1 A2b 069
1 P-A 002
2 P-A 005
2 P-A 007

# e89fa4de
Energy: Metal
2 A2 111
1 A2 146
2 A2 147
2 A2 148
1 A2 150
2 A2b 052
2 A2b 053
2 A2b 054
1 A2b 071
1 P-A 002
2 P-A 005
2 P-A 007

# f1ca33bc
Energy: Metal
1 A1 225
2 A2 111
1 A2 146
2 A2 147
1 A2 148
1 A2 150
1 A2a 075
2 A2b 052
2 A2b 054
2 A3 144
1 A3 155
2 P-A 005
2 P-A 007

# f51b3bcc
Energy: Metal
1 A1 225
2 A2 111
1 A2 146
1 A2 147
2 A2 148
1 A2a 075
2 A2b 052
2 A2b 053
2 A2b 054
1 A2b 069
1 A2b 071
2 P-A 005
2 P-A 007

# f78b5c9d
Energy: Metal
2 A2 111
1 A2 146
2 A2 148
2 A2b 052
1 A2b 053
2 A2b 054
1 A2b 069
1 A2b 071
2 A3 144
2 A4 153
2 P-A 005
2 P-A 007
