# 2cc7be93
Energy: Metal
1 A1 225
2 A2 114
2 A2 145
2 A2 147
1 A2 150
1 A2b 069
2 A3 085
1 A3 086
2 A3 122
2 A3 144
2 A3 155
2 P-A 007

# 49fb90a1
Energy: Metal
2 A2 111
1 A2 113
2 A2 114
2 A2 145
1 A2 147
2 A2 148
1 A2 150
1 A3 085
1 A3 122
2 A3 144
1 A3 146
1 A3 155
1 P-A 005
2 P-A 007

# 6ad86c34
Energy: Metal
1 A2 087
1 A2 113
2 A2 114
2 A2 145
1 A2 150
1 A2 155
1 A2b 069
1 A3 085
2 A3 122
2 A3 144
2 A3 155
2 P-A 005
2 P-A 007

# 812f715c
Energy: Metal
1 A1a 068
1 A2 113
2 A2 114
2 A2 145
2 A3 085
1 A3 086
1 A3 121
2 A3 122
2 A3 144
2 A3 155
2 P-A 005
2 P-A 007

# d5da943e
Energy: Metal
1 A1a 068
1 A2 113
2 A2 114
2 A2 145
1 A2b 069
1 A2b 071
2 A3 085
1 A3 086
2 A3 122
2 A3 144
2 A3 155
1 P-A 005
2 P-A 007
