# 0e354a37
Energy: Grass
1 A1 225
2 A1a 001
1 A1a 068
1 A2 150
2 A3 002
2 A3 147
1 A3 151
1 A4 066
2 A4 156
1 B1 002
1 B1 225
1 B3 004
2 P-A 005
2 P-A 007

# 0f8a9661
Energy: Grass
1 A1 225
2 A1a 001
1 A1a 068
2 A3 002
2 A3 147
1 A3a 007
1 A4 066
2 A4 156
1 B1 002
1 B1 225
1 B3 004
1 B3 147
1 B3 153
1 P-A 005
2 P-A 007

# 384cc742
Energy: Grass
2 A1a 001
1 A2 147
1 A2 150
2 A3 002
1 A3 066
2 A4 066
2 A4 156
1 B1 002
1 B1 223
1 B1 226
2 P-A 002
2 P-A 005
2 P-A 007

# 41f0ac8f
Energy: Grass
1 A1 219
1 A1 225
2 A1a 001
1 A2 150
2 A3 002
2 A3 066
2 A3 147
2 A4 066
2 A4 156
1 B1 002
2 P-A 005
2 P-A 007

# 58cc0ea6
Energy: Grass
1 A1 219
2 A1a 001
1 A1a 068
1 A2 147
2 A3 002
2 A3 147
1 A4 066
2 A4 156
1 B1 002
1 B1 225
1 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007

# 6086df9c
Energy: Grass
1 A1 219
2 A1a 001
1 A2 150
1 A2 155
2 A3 002
1 A3 007
2 A3 147
1 A3a 064
2 A4 156
1 A4 157
1 B1 002
1 B1 024
2 P-A 005
2 P-A 007

# 76271f2b
Energy: Grass
1 A1 225
2 A1a 001
1 A2 150
1 A2 155
2 A3 002
2 A3 066
2 A3 147
2 A4 066
2 A4 156
1 B1 002
2 P-A 005
2 P-A 007

# 77bf6499
Energy: Grass
1 A1 219
2 A1a 001
1 A1a 068
2 A3 002
1 A3 066
2 A3 147
1 A3 151
1 A4 066
2 A4 156
1 B1 002
1 B1 225
2 P-A 005
1 P-A 006
2 P-A 007

# 874f4866
Energy: Grass
1 A1 219
1 A1 225
2 A1a 001
1 A2 150
1 A2 155
2 A3 002
1 A3 066
2 A3 147
2 A4 066
2 A4 156
1 B1 002
2 P-A 005
2 P-A 007

# 9c26b1c4
Energy: Grass
1 A1 219
2 A1a 001
1 A1a 068
1 A2 148
2 A3 002
2 A3 147
1 A4 066
2 A4 156
1 B1 002
1 B1 225
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# a4cd482d
Energy: Grass
1 A1 225
2 A1a 001
2 A2 147
1 A2 150
1 A2 155
2 A3 002
2 A3 066
2 A4 066
2 A4 156
1 B1 002
2 P-A 005
2 P-A 007

# a670f3ed
Energy: Grass
1 A1 225
2 A1a 001
1 A1a 068
1 A2 150
1 A2b 070
2 A3 002
2 A3 147
1 A3 151
1 A4 066
2 A4 156
1 B1 002
1 B1 225
2 P-A 005
2 P-A 007

# c26053ff
Energy: Grass
2 A1a 001
1 A2 150
2 A3 002
2 A3 066
2 A3 147
1 A3a 064
2 A4 066
2 A4 156
1 B1 002
2 P-A 005
1 P-A 006
2 P-A 007

# cc8210d4
Energy: Grass, Lightning
1 A1 225
2 A1a 001
1 A2 150
1 A2 155
2 A3 002
2 A3 066
2 A3 147
2 A4 066
2 A4 156
1 B1 002
2 P-A 005
2 P-A 007

# d0a1db2e
Energy: Grass
1 A1 219
2 A1a 001
1 A1a 068
1 A2 147
2 A3 002
2 A3 147
1 A4 066
2 A4 156
1 B1 002
1 B1 225
2 P-A 005
2 P-A 006
2 P-A 007

# e73e08fd
Energy: Grass
2 A1a 001
1 A2 150
1 A2 155
2 A3 002
2 A3 066
1 A3 147
1 A3a 064
2 A4 066
2 A4 156
1 B1 002
1 B1 223
2 P-A 005
2 P-A 007

# f88a6a04
Energy: Grass
2 A1a 001
1 A2 150
2 A3 002
2 A3 066
2 A3 147
2 A4 066
2 A4 156
1 B1 002
1 B1 225
1 P-A 002
2 P-A 005
2 P-A 007

# f9792c59
Energy: Grass
1 A1 225
2 A1a 001
1 A1a 068
2 A3 002
2 A3 147
1 A4 066
2 A4 156
1 B1 002
1 B1 225
1 B1a 067
1 B3 004
1 B3 147
1 B3 153
1 P-A 005
2 P-A 007

# fc331701
Energy: Grass
1 A1 219
1 A1 225
2 A1a 001
1 A1a 068
1 A2 150
1 A2 155
2 A3 002
1 A3 066
1 A3 147
2 A4 066
2 A4 156
1 B1 002
2 P-A 005
2 P-A 007
