# 1dacd4f1
Energy: Darkness
1 A2 150
1 A2b 070
2 A3 144
1 A4a 050
1 B1 225
2 B2 098
2 B2 100
2 B2 152
2 B3 105
1 B3 106
1 B3 115
2 P-A 005
2 P-A 007

# d21cf9e8
Energy: Darkness
1 A2 148
1 A2 150
2 A3 144
2 B1 225
2 B2 098
2 B2 100
1 B2 152
2 B3 105
2 B3 106
1 B3 115
1 B3a 047
1 P-A 005
2 P-A 007

# e5dbdd66
Energy: Darkness
1 A1 225
1 A2 110
1 A2 148
2 A3 144
1 B1 225
2 B2 098
2 B2 100
1 B2 152
2 B3 105
2 B3 106
1 B3 115
2 P-A 005
2 P-A 007

# e61ce9e3
Energy: Darkness
1 A2 148
1 A2 150
2 A3 144
1 B1 225
2 B2 098
2 B2 100
2 B2 152
2 B3 105
2 B3 106
1 B3 115
2 P-A 005
2 P-A 007

# ec917a2d
Energy: Darkness
1 A2 150
2 A3 144
2 B1 225
2 B2 098
2 B2 100
2 B2 152
2 B3 105
2 B3 106
1 B3 115
2 P-A 005
2 P-A 007
