# 08fee373
Energy: Psychic
1 A1 127
2 A2 147
2 A2 150
1 A2 155
2 A2b 035
1 A2b 070
1 A2b 071
2 A3 084
1 A3 151
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 0c6035fc
Energy: Psychic
1 A1 223
1 A1 225
1 A1a 068
2 A2 147
1 A2 150
1 A2 155
2 A2b 035
1 A2b 070
1 A3 077
2 A3 084
1 A3 151
2 P-A 001
2 P-A 005
2 P-A 007

# 1ee90641
Energy: Psychic
1 A1 225
1 A1a 068
2 A2 147
2 A2 150
1 A2 155
2 A2b 035
2 A2b 070
1 A3 077
2 A3 084
1 A3 151
2 P-A 005
1 P-A 006
2 P-A 007

# 203e96a7
Energy: Psychic
2 A1a 068
2 A2 147
1 A2 148
1 A2 150
2 A2 155
2 A2b 035
2 A2b 070
1 A2b 071
2 A3 084
2 P-A 005
1 P-A 006
2 P-A 007

# 3293158d
Energy: Psychic
1 A1 225
1 A2 147
2 A2 148
2 A2 150
1 A2 155
2 A2b 035
2 A2b 070
1 A3 077
2 A3 084
1 A3 151
2 P-A 005
1 P-A 006
2 P-A 007

# 606a48c4
Energy: Psychic
1 A2 022
2 A2 147
2 A2 150
1 A2 155
2 A2b 035
2 A2b 070
1 A2b 071
1 A3 066
2 A3 084
1 A3 151
1 P-A 001
2 P-A 005
2 P-A 007

# 74e27c04
Energy: Psychic
1 A2 147
1 A2 148
2 A2 150
1 A2 155
2 A2b 035
2 A2b 070
2 A2b 071
2 A3 084
1 A3 151
2 P-A 001
2 P-A 005
2 P-A 007

# 9396665b
Energy: Psychic
1 A1 225
1 A1a 068
1 A2 022
2 A2 147
1 A2 150
2 A2b 035
1 A2b 070
1 A2b 071
1 A3 066
2 A3 084
1 A3 151
1 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007

# bbbfbe81
Energy: Psychic
1 A1 225
1 A1a 068
2 A2 147
1 A2 150
1 A2 155
2 A2b 035
1 A2b 069
1 A2b 070
1 A2b 071
2 A3 084
1 A3 146
1 A3 151
1 P-A 001
2 P-A 005
2 P-A 007

# bf5bbbcb
Energy: Psychic
1 A1 225
1 A1a 068
1 A2 022
1 A2 147
1 A2 148
1 A2 155
2 A2b 035
2 A2b 070
1 A2b 071
2 A3 084
1 A3 141
1 A3 146
1 A3 151
2 P-A 005
2 P-A 007

# c0ed2614
Energy: Psychic
2 A1 225
2 A2 147
2 A2 150
1 A2 155
2 A2b 035
1 A2b 069
1 A2b 070
1 A2b 071
1 A3 077
2 A3 084
1 P-A 001
2 P-A 005
2 P-A 007

# c64c2879
Energy: Psychic
2 A2 147
2 A2 148
2 A2 150
2 A2b 035
1 A2b 069
2 A2b 070
2 A3 084
1 A3 151
2 P-A 001
2 P-A 005
2 P-A 007
