# 0211260e
Energy: Grass
1 A1 008
1 A1 219
2 A1 225
1 A2 146
1 A2 147
1 A2 150
1 A2b 002
1 A2b 003
2 A2b 005
2 A2b 006
2 A2b 007
1 A2b 071
2 P-A 005
2 P-A 007

# 0358abf1
Energy: Grass
1 A1 008
1 A2 150
1 A2b 002
1 A2b 003
2 A2b 005
2 A2b 006
2 A2b 007
1 A3 144
2 A3 147
1 B1 225
2 B1a 067
2 P-A 005
2 P-A 007

# 05468d84
Energy: Grass
2 A1 219
1 A1 225
1 A2 146
1 A2 147
1 A2b 001
1 A2b 002
1 A2b 003
2 A2b 005
2 A2b 006
2 A2b 007
2 A2b 071
1 A2b 072
1 P-A 005
2 P-A 007

# 092b3be4
Energy: Grass
2 A1 219
1 A1 225
1 A2 147
1 A2b 001
1 A2b 002
1 A2b 003
2 A2b 005
2 A2b 006
2 A2b 007
1 A2b 069
2 A2b 071
2 P-A 005
2 P-A 007

# 0b2fedd6
Energy: Grass
1 A1 008
2 A1 219
1 A1 223
1 A1 225
1 A2 147
1 A2b 002
1 A2b 003
2 A2b 005
2 A2b 006
2 A2b 007
1 A2b 071
1 A2b 072
2 P-A 005
2 P-A 007

# 0deafd4b
Energy: Grass
1 A1 008
2 A1 219
1 A1 225
1 A2 150
1 A2b 002
1 A2b 003
2 A2b 005
2 A2b 006
2 A2b 007
1 A2b 071
2 A2b 072
2 P-A 005
2 P-A 007

# 0f2e0049
Energy: Grass
1 A2a 073
1 A2b 002
1 A2b 003
2 A2b 005
2 A2b 006
2 A2b 007
1 A2b 008
1 A2b 070
1 A2b 071
1 A3a 064
2 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007

# 113a763b
Energy: Grass
1 A1 008
2 A1 219
1 A1 225
1 A2 147
1 A2b 002
1 A2b 003
2 A2b 005
2 A2b 006
2 A2b 007
2 A2b 071
1 A2b 072
2 P-A 005
2 P-A 007

# 1184d88e
Energy: Grass
1 A1 008
2 A1 219
1 A1 223
2 A1 225
1 A2 150
1 A2b 002
1 A2b 003
2 A2b 005
2 A2b 006
2 A2b 007
1 A2b 071
2 P-A 005
2 P-A 007

# 12a5fca2
Energy: Grass
1 A1 008
1 A1 223
1 A2b 002
1 A2b 003
2 A2b 005
2 A2b 006
2 A2b 007
2 A2b 070
1 A2b 071
2 A2b 072
1 A3 144
1 A3 147
2 P-A 005
1 P-A 007

# 13b9b0c7
Energy: Grass
1 A1 008
2 A1 219
1 A1 225
1 A2 146
1 A2b 002
1 A2b 003
2 A2b 005
2 A2b 006
2 A2b 007
2 A2b 071
1 A2b 072
1 A3 147
1 P-A 005
2 P-A 007

# 15f4bb92
Energy: Grass
1 A1 008
1 A2b 002
1 A2b 003
2 A2b 005
2 A2b 006
2 A2b 007
2 A2b 070
1 A2b 071
2 A3 144
1 A3 146
1 A3 147
2 P-A 005
2 P-A 007

# 17849604
Energy: Grass
1 A1 008
2 A1 219
1 A1 225
1 A2 147
1 A2 150
1 A2b 002
1 A2b 003
2 A2b 005
2 A2b 006
2 A2b 007
2 A2b 072
2 P-A 005
2 P-A 007

# 186b3a42
Energy: Grass
1 A1 008
1 A1 009
1 A1 219
1 A1 225
2 A2 146
1 A2 150
1 A2b 003
2 A2b 005
2 A2b 006
